note0,note1,note2,note3
72,67,64,60
72,67,64,60
72,67,64,60
72,67,64,60
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,65,53
72,69,65,53
72,69,65,53
72,69,65,53
74,70,65,58
74,70,65,58
74,70,65,58
74,70,65,58
72,72,65,57
72,72,65,57
72,72,67,57
72,72,67,57
77,74,69,62
77,74,69,62
77,74,69,62
77,74,69,62
79,76,70,61
79,76,70,61
79,76,70,61
79,76,70,61
77,74,69,62
77,74,69,62
77,74,69,62
77,74,69,62
77,74,69,62
77,74,69,62
77,74,69,62
77,74,69,62
76,72,69,57
76,72,69,57
76,72,69,57
76,72,69,57
79,72,67,64
79,72,67,64
79,72,67,64
79,72,67,64
81,72,65,65
81,72,65,65
81,72,64,65
81,72,64,65
79,71,62,67
79,71,62,67
79,71,62,67
79,71,62,67
76,72,64,60
76,72,64,60
76,72,65,60
76,72,65,60
74,71,67,55
74,71,67,55
74,71,67,55
74,71,67,55
72,67,64,60
72,67,64,60
72,67,64,60
72,67,64,60
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
77,69,65,62
77,69,65,62
77,71,65,62
77,71,65,62
76,72,67,60
76,72,67,60
76,72,67,60
76,72,67,60
79,72,67,52
79,72,67,52
79,72,67,53
79,72,67,53
74,71,67,55
74,71,67,55
74,71,65,55
74,71,65,55
72,69,64,48
72,69,64,48
72,67,64,48
72,67,64,48
69,66,62,50
69,66,62,50
69,66,60,50
69,66,60,50
67,62,59,55
67,62,59,55
67,62,59,55
67,62,59,55
67,67,59,55
67,67,59,55
67,67,60,57
67,67,60,57
74,67,62,59
74,67,62,59
74,67,64,60
74,67,64,60
74,74,66,62
74,74,66,62
74,72,66,64
74,72,66,64
74,71,67,65
74,71,67,65
74,71,67,65
74,71,67,65
76,73,67,64
76,73,67,64
76,73,67,64
76,73,67,64
77,74,69,62
77,74,69,62
77,74,69,62
77,74,69,62
74,70,65,50
74,70,65,50
74,70,65,52
74,70,65,52
72,69,65,53
72,69,65,53
74,71,65,53
74,71,65,53
76,72,67,52
76,72,67,52
76,72,67,53
76,72,67,53
74,72,67,55
74,72,67,55
74,72,62,55
74,72,62,55
74,70,67,53
74,70,67,53
74,70,65,55
74,70,65,55
72,70,64,57
72,70,64,57
72,67,64,57
72,67,64,57
72,69,65,55
72,69,65,55
72,69,65,53
72,69,65,53
72,69,65,60
72,69,65,60
72,69,65,60
72,69,65,60
72,67,64,60
72,67,64,60
72,65,62,60
72,65,62,60
72,67,64,60
72,67,64,60
72,67,64,60
72,67,64,60
72,67,64,60
72,67,64,60
72,67,64,60
72,67,64,60
