note0,note1,note2,note3
69,64,60,57
69,64,60,57
69,64,60,57
69,64,60,57
69,65,59,50
69,65,59,50
69,65,59,50
69,65,59,50
68,64,59,52
68,64,59,52
68,64,59,52
68,64,59,52
69,64,57,54
69,64,57,54
69,64,57,54
69,64,57,54
71,62,64,56
71,62,64,56
71,62,64,56
71,62,64,56
72,60,64,57
72,60,64,57
72,62,66,57
72,62,66,57
71,64,68,52
71,64,68,52
71,62,68,52
71,62,68,52
69,60,69,45
69,60,69,45
69,60,69,45
69,60,69,45
69,64,60,57
69,64,60,57
69,66,60,57
69,66,60,57
71,67,62,55
71,67,62,55
71,67,62,53
71,67,62,53
71,67,64,52
71,67,64,52
71,67,65,50
71,67,65,50
76,72,67,48
76,72,67,48
76,72,67,52
76,72,67,52
74,72,62,54
74,72,62,54
74,71,64,56
74,71,64,56
72,71,57,57
72,71,57,57
72,69,52,59
72,68,52,59
72,69,64,60
72,69,64,60
72,69,64,62
72,69,64,62
71,68,64,64
71,68,64,64
71,68,64,64
71,68,64,64
69,64,60,57
69,64,60,57
69,64,60,57
69,64,60,57
69,65,59,50
69,65,59,50
69,65,59,50
69,65,59,50
68,64,59,52
68,64,59,52
68,64,59,52
68,64,59,52
69,64,57,54
69,64,57,54
69,64,57,54
69,64,57,54
71,62,64,56
71,62,64,56
71,62,64,56
71,62,64,56
72,60,64,57
72,60,64,57
72,62,66,57
72,62,66,57
71,64,68,52
71,64,68,52
71,62,68,52
71,62,68,52
69,60,69,45
69,60,69,45
69,60,69,45
69,60,69,45
69,64,60,57
69,64,60,57
69,66,60,57
69,66,60,57
71,67,62,55
71,67,62,55
71,67,62,53
71,67,62,53
71,67,64,52
71,67,64,52
71,67,65,50
71,67,65,50
76,72,67,48
76,72,67,48
76,72,67,52
76,72,67,52
74,72,62,54
74,72,62,54
74,71,64,56
74,71,64,56
72,71,57,57
72,71,57,57
72,69,52,59
72,68,52,59
72,69,64,60
72,69,64,60
72,69,64,62
72,69,64,62
71,68,64,64
71,68,64,64
71,68,64,64
71,68,64,64
76,64,55,60
76,64,55,60
76,65,57,60
76,65,57,60
74,67,59,59
74,67,59,59
74,67,59,59
74,67,59,59
72,67,60,57
72,67,60,57
72,66,60,57
72,66,60,57
71,67,62,55
71,67,62,55
71,67,62,55
71,67,62,55
74,69,62,53
74,69,62,53
74,69,62,53
74,69,62,53
72,69,64,52
72,69,64,52
72,69,64,50
72,69,64,50
71,68,64,52
71,68,64,52
71,68,62,52
71,68,62,52
69,64,60,45
69,64,60,45
69,64,60,45
69,64,60,45
72,66,62,50
72,66,62,50
72,66,62,50
72,66,62,50
71,67,62,43
71,67,62,43
71,67,62,43
71,67,62,43
69,66,60,45
69,66,60,45
69,64,60,45
69,64,60,45
67,63,59,47
67,63,59,47
66,63,57,47
66,63,57,47
64,64,55,48
64,64,55,48
66,64,55,50
66,64,55,50
67,64,60,52
67,64,60,52
67,64,60,52
67,64,60,52
69,62,59,54
69,62,59,54
69,62,57,54
69,62,57,54
71,62,55,55
71,62,55,55
71,62,55,55
71,62,55,55
69,62,57,53
69,62,57,53
71,62,57,53
71,62,57,53
72,64,55,52
72,64,55,52
72,64,55,52
72,64,55,52
74,65,57,50
74,65,57,50
74,65,59,50
74,65,59,50
76,64,60,48
76,64,60,48
76,68,60,52
76,68,60,52
76,69,60,54
76,69,60,54
74,71,59,56
74,71,59,56
72,72,64,57
72,72,64,57
72,71,64,55
72,71,64,55
74,69,62,53
74,69,62,53
72,69,64,52
72,69,64,52
71,69,65,50
71,69,65,50
71,69,65,50
71,69,65,50
71,68,64,52
71,68,64,52
71,68,62,52
71,68,62,52
69,64,61,45
69,64,61,45
69,64,61,45
69,64,61,45
69,64,61,45
69,64,61,45
69,64,61,45
69,64,61,45
69,64,61,45
69,64,61,45
69,64,61,45
69,64,61,45
69,64,61,45
69,64,61,45
69,64,61,45
69,64,61,45
