note0,note1,note2,note3
64,52,48,45
64,52,48,45
64,52,50,47
64,52,50,47
57,52,52,48
57,52,52,48
57,52,52,50
57,52,52,50
57,52,50,48
57,52,50,48
59,56,50,47
59,56,50,47
60,57,52,45
60,57,52,45
60,60,52,45
60,60,52,45
62,60,55,43
62,60,55,43
62,59,55,43
62,59,55,43
64,60,55,48
64,60,55,48
66,62,57,48
66,62,57,48
67,62,59,47
67,62,59,47
67,64,59,49
67,64,59,49
66,62,57,50
66,62,57,50
66,60,57,51
66,60,57,51
64,59,57,52
64,59,57,52
64,59,55,43
64,59,55,43
64,60,54,45
64,60,54,45
64,60,54,42
64,60,54,42
63,59,54,47
63,59,54,47
63,59,57,47
63,59,57,47
64,59,55,40
64,59,55,40
64,59,55,40
64,59,55,40
64,59,55,40
64,59,55,40
64,60,55,40
64,60,55,40
62,60,57,42
62,60,57,42
62,59,50,42
62,57,50,42
62,59,55,43
62,59,55,43
62,60,55,45
62,60,55,45
67,62,55,47
67,62,55,47
67,59,55,43
67,59,55,43
64,60,55,48
64,60,55,48
64,60,55,46
64,60,55,46
65,60,57,45
65,60,57,45
64,60,52,43
64,60,52,43
62,59,55,41
62,59,55,41
60,60,55,40
60,60,55,40
62,60,57,41
62,60,57,41
62,59,53,38
62,57,53,38
62,59,50,43
62,59,50,43
60,59,55,43
60,59,53,43
60,55,52,36
60,55,52,36
60,55,52,36
60,55,52,36
60,55,52,36
60,55,52,36
60,55,52,36
60,55,52,36
60,55,52,36
60,55,52,36
60,55,52,36
60,55,52,36
64,57,48,45
64,57,48,45
64,57,50,47
64,57,50,47
57,57,52,48
57,57,52,48
57,52,52,48
57,52,52,48
59,53,50,44
59,53,50,44
59,52,50,44
59,52,50,44
60,52,48,45
60,52,48,45
60,57,53,45
60,57,53,45
62,57,53,47
62,57,53,47
62,56,53,47
62,56,53,47
64,57,52,48
64,57,52,48
66,57,50,50
66,57,50,48
67,62,50,47
67,62,50,47
67,60,52,48
67,60,52,47
66,60,52,45
66,60,52,45
66,57,51,42
66,57,49,42
66,54,51,47
66,54,51,47
64,59,51,47
64,57,51,47
64,55,47,40
64,55,47,40
64,55,47,40
64,55,47,40
64,55,47,40
64,55,47,40
64,55,47,40
64,55,47,40
64,55,47,40
64,55,47,40
64,55,47,40
64,55,47,40
64,60,55,40
64,60,55,40
64,60,55,40
64,60,55,40
62,60,57,42
62,60,57,42
62,59,50,42
62,57,50,42
62,59,55,43
62,59,55,43
62,60,55,45
62,60,55,45
67,62,55,47
67,62,55,47
67,59,55,43
67,59,55,43
64,60,55,48
64,60,55,48
64,64,60,45
64,64,60,45
65,62,57,50
65,62,57,50
64,60,56,52
64,60,56,52
62,59,56,53
62,59,56,53
60,57,57,52
60,57,57,52
59,57,53,50
59,57,53,50
59,56,50,47
59,54,50,47
59,56,50,52
59,56,50,52
57,56,52,40
57,56,50,40
57,52,48,45
57,52,48,45
57,52,48,45
57,52,48,45
57,52,48,45
57,52,48,45
57,52,48,45
57,52,48,45
57,52,48,45
57,52,48,45
57,52,48,45
57,52,48,45
64,60,57,45
64,60,57,45
64,60,55,45
64,60,55,45
62,59,53,45
62,59,53,45
64,59,52,44
64,59,52,44
60,57,52,45
60,57,52,45
62,57,50,41
62,57,52,41
59,57,53,38
59,57,53,38
59,56,50,35
59,54,50,35
59,56,47,36
59,56,47,36
57,56,52,36
57,56,50,36
57,57,48,41
57,57,48,41
57,57,48,41
57,57,48,41
57,57,48,41
57,57,48,41
57,57,48,41
57,57,48,41
57,57,48,41
57,57,48,41
57,57,48,41
57,57,48,41
64,55,48,48
64,55,48,48
64,55,50,48
64,55,50,48
64,55,52,48
64,55,52,48
64,57,54,47
64,59,55,47
66,60,57,45
66,60,57,45
66,59,54,50
66,57,54,50
67,62,50,47
67,62,50,47
67,60,55,52
67,62,54,50
67,64,52,48
67,64,52,48
67,64,55,47
67,64,55,47
66,64,60,45
66,64,60,45
66,63,57,42
66,61,57,42
66,63,54,47
66,63,54,47
66,63,59,47
66,63,57,47
64,59,56,40
64,59,56,40
64,59,56,40
64,59,56,40
64,60,57,45
64,60,57,45
64,60,57,43
64,60,57,43
62,60,57,42
62,60,57,42
62,60,55,38
62,60,54,38
62,60,55,43
62,60,55,43
62,59,55,41
62,57,55,41
67,59,55,40
67,59,55,40
67,59,55,38
67,59,55,38
64,60,55,36
64,60,55,36
64,60,57,36
64,60,55,36
65,60,53,38
65,59,53,38
64,60,55,40
64,60,55,41
62,59,55,43
62,59,53,43
60,60,52,45
60,60,52,45
62,60,50,41
62,60,52,41
62,59,53,38
62,57,53,38
62,59,53,43
62,59,53,43
60,59,55,31
60,59,53,31
60,55,52,36
60,55,52,36
60,55,52,36
60,55,52,36
60,55,52,36
60,55,52,36
60,55,52,36
60,55,52,36
60,55,52,36
60,55,52,36
60,55,52,36
60,55,52,36
64,55,48,48
64,55,48,48
64,55,48,48
64,55,48,48
57,54,50,48
57,54,50,48
57,54,50,48
57,54,50,48
59,56,50,47
59,56,50,47
59,56,48,47
59,56,50,47
60,57,52,45
60,57,52,45
62,57,52,45
62,57,52,45
64,56,52,40
64,56,52,40
64,56,50,40
64,56,50,40
57,57,48,41
57,57,48,41
57,57,48,41
57,57,48,41
57,57,48,41
57,57,48,41
57,57,48,41
57,57,48,41
57,57,48,41
57,57,48,41
57,57,48,41
57,57,48,41
59,56,52,40
59,56,52,40
59,56,52,40
59,56,52,40
60,57,52,45
60,57,52,45
60,57,52,48
60,57,52,48
59,56,52,52
59,56,52,52
59,56,52,50
59,56,52,50
60,57,52,48
60,57,52,48
60,55,52,48
60,55,52,48
62,53,57,48
62,53,57,48
