note0,note1,note2,note3
67,64,60,60
67,64,60,60
67,64,60,60
67,64,60,60
72,67,60,52
72,67,60,52
72,67,60,52
72,67,60,52
76,72,67,50
76,72,67,50
74,71,65,50
74,71,65,50
76,72,67,48
76,72,67,48
72,72,67,48
72,72,67,48
81,72,65,53
81,72,65,53
81,72,65,53
81,72,65,53
77,69,60,57
77,69,60,57
77,69,59,55
77,69,59,55
77,69,60,57
77,69,60,57
77,69,62,53
77,69,62,53
79,67,64,60
79,67,64,60
79,67,64,59
79,67,64,59
72,69,64,57
72,69,64,57
72,71,64,57
72,71,64,57
77,72,69,53
77,72,69,53
77,72,69,53
77,72,69,53
74,72,67,55
74,72,67,55
74,72,67,55
74,72,67,55
74,71,67,55
74,71,67,55
74,71,65,55
74,71,65,55
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
74,67,62,59
74,67,62,59
74,67,60,57
74,67,60,57
77,67,62,59
77,67,62,59
77,67,59,55
77,67,59,55
76,67,60,60
76,67,60,60
76,67,60,60
76,67,60,60
74,71,62,55
74,71,62,55
74,71,62,55
74,71,62,55
76,72,55,53
76,72,55,53
74,71,55,53
74,71,55,53
76,72,55,52
76,72,55,52
72,72,55,52
72,72,55,52
71,65,62,50
71,65,62,50
72,65,62,50
72,65,62,50
72,67,60,52
72,67,60,52
72,65,60,50
72,65,60,50
72,67,55,52
72,67,55,52
74,66,57,48
74,66,57,48
74,67,59,43
74,67,59,43
74,67,59,43
74,67,59,43
74,67,59,43
74,67,59,43
74,67,59,43
74,67,59,43
67,64,60,60
67,64,60,60
67,64,60,60
67,64,60,60
72,67,60,52
72,67,60,52
72,67,60,52
72,67,60,52
76,72,67,50
76,72,67,50
74,71,65,50
74,71,65,50
76,72,67,48
76,72,67,48
72,72,67,48
72,72,67,48
81,72,65,53
81,72,65,53
81,72,65,53
81,72,65,53
77,69,60,57
77,69,60,57
77,69,59,55
77,69,59,55
77,69,60,57
77,69,60,57
77,69,62,53
77,69,62,53
79,67,64,60
79,67,64,60
79,67,64,59
79,67,64,59
72,69,64,57
72,69,64,57
72,71,64,57
72,71,64,57
77,72,69,53
77,72,69,53
77,72,69,53
77,72,69,53
74,72,67,55
74,72,67,55
74,72,67,55
74,72,67,55
74,71,67,55
74,71,67,55
74,71,65,55
74,71,65,55
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
74,67,62,59
74,67,62,59
74,67,60,57
74,67,60,57
77,67,62,59
77,67,62,59
77,67,59,55
77,67,59,55
76,67,60,60
76,67,60,60
76,67,60,60
76,67,60,60
74,71,62,55
74,71,62,55
74,71,62,55
74,71,62,55
76,72,55,53
76,72,55,53
74,71,55,53
74,71,55,53
76,72,55,52
76,72,55,52
72,72,55,52
72,72,55,52
71,65,62,50
71,65,62,50
72,65,62,50
72,65,62,50
72,67,60,52
72,67,60,52
72,65,60,50
72,65,60,50
72,67,55,52
72,67,55,52
74,66,57,48
74,66,57,48
74,67,59,43
74,67,59,43
74,67,59,43
74,67,59,43
74,67,59,43
74,67,59,43
74,67,59,43
74,67,59,43
71,67,62,55
71,67,62,55
71,67,62,53
71,67,62,53
72,67,55,52
72,67,55,52
72,67,55,52
72,67,55,52
74,67,59,53
74,67,59,53
74,67,59,52
74,67,59,52
76,67,60,50
76,67,60,50
76,67,60,48
76,67,60,48
69,65,60,53
69,65,60,53
69,65,60,53
69,65,60,53
81,65,60,53
81,65,60,53
77,69,60,53
77,69,60,53
74,65,62,58
74,65,62,58
73,64,62,58
73,64,62,58
74,65,62,58
74,65,62,58
76,65,62,57
76,65,62,57
76,70,62,55
76,70,62,55
76,70,62,55
76,70,62,55
76,69,61,57
76,69,61,57
77,69,61,57
77,69,61,57
77,69,62,50
77,69,62,50
77,69,62,50
77,69,62,50
77,69,62,50
77,69,62,50
77,69,62,50
77,69,62,50
74,69,62,53
74,69,62,53
74,69,62,53
74,69,62,53
71,67,62,55
71,67,62,55
71,67,62,55
71,67,62,55
72,69,62,55
72,69,62,55
71,69,62,55
71,69,62,55
69,71,62,53
69,71,62,53
67,71,62,53
67,71,62,53
79,72,64,52
79,72,64,52
79,72,64,52
79,72,64,52
79,72,64,57
79,72,64,57
72,72,64,55
72,72,64,55
81,72,65,53
81,72,65,53
81,72,65,52
81,72,65,52
81,72,60,53
81,72,60,53
79,72,60,53
79,72,60,53
76,72,67,55
76,72,67,55
76,72,67,55
76,72,67,55
74,71,65,43
74,71,65,43
72,71,64,43
72,71,64,43
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
