note0,note1,note2,note3
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,65,59
74,69,64,59
74,69,64,59
75,69,64,59
75,69,64,59
75,69,64,59
75,69,64,59
74,69,64,59
74,69,64,59
74,69,64,59
74,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
70,69,64,57
70,69,64,57
70,69,64,57
70,69,64,57
72,69,64,57
72,69,64,57
70,69,64,57
70,69,64,57
69,69,60,57
69,69,60,57
67,69,60,57
67,69,60,57
65,69,60,57
65,69,60,57
67,69,60,57
67,69,60,57
69,69,60,57
69,69,60,57
69,69,60,57
69,69,62,57
71,69,64,52
71,69,64,52
71,69,64,52
71,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,65,59
74,69,64,59
74,69,64,59
74,69,64,59
74,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,65,59
74,69,64,59
74,69,64,59
75,69,64,59
75,69,64,59
75,69,64,59
75,69,64,59
74,69,64,59
74,69,64,59
74,69,64,59
74,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
70,69,64,57
70,69,64,57
70,69,64,57
70,69,64,57
72,69,64,57
72,69,64,57
70,69,64,57
70,69,64,57
69,69,60,57
69,69,60,57
67,69,60,57
67,69,60,57
65,69,60,57
65,69,60,57
67,69,60,57
67,69,60,57
69,69,60,57
69,69,60,57
69,69,60,57
69,69,62,57
71,69,64,52
71,69,64,52
71,69,64,52
71,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,65,59
74,69,64,59
74,69,64,59
74,69,64,59
74,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
77,69,64,57
77,69,64,57
77,69,64,57
77,69,64,57
76,69,64,57
76,69,64,57
76,69,64,57
76,69,65,57
74,71,64,59
74,71,64,59
74,71,64,59
74,71,64,60
76,69,64,60
76,69,64,60
76,69,64,60
76,69,64,60
77,69,64,60
77,69,64,60
76,69,64,60
76,69,65,59
74,69,64,59
74,69,64,59
74,69,64,59
74,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
77,69,64,57
77,69,64,57
77,69,64,57
77,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,65,59
74,69,65,59
74,69,65,59
74,69,65,59
74,69,60,57
69,69,60,57
69,69,60,57
70,69,60,57
70,69,60,57
72,69,60,57
72,69,60,57
72,69,60,57
72,64,60,57
70,64,60,57
70,64,60,57
70,64,60,57
70,64,60,57
69,64,60,57
69,64,60,57
69,64,60,57
69,64,60,57
69,64,60,57
69,64,60,57
69,64,60,57
69,64,60,57
67,64,60,57
67,64,60,57
69,64,60,57
69,64,60,57
70,64,60,57
70,64,60,57
70,64,60,57
70,64,60,57
69,64,60,57
69,64,60,57
69,64,60,57
69,64,60,57
67,64,60,57
67,64,60,57
67,64,60,57
67,64,60,57
62,64,60,57
62,64,60,57
62,64,60,57
62,64,60,57
64,64,60,57
64,64,60,57
64,64,60,57
64,64,60,57
65,64,60,57
65,64,60,57
65,64,60,57
65,64,60,57
65,64,60,57
65,64,60,57
65,64,60,57
65,64,60,57
