note0,note1,note2,note3
64,69,64,57
64,69,64,57
64,69,64,57
64,69,64,57
69,69,60,57
69,69,60,57
69,69,60,57
69,69,60,57
68,69,60,57
68,69,60,57
68,69,60,57
68,69,60,57
69,69,60,57
69,69,60,57
69,69,60,57
69,69,62,57
71,69,64,57
71,69,64,57
72,69,64,57
72,69,64,57
67,69,64,57
67,69,64,57
67,69,64,57
67,69,64,57
67,69,64,57
67,69,64,57
65,69,64,57
65,69,64,57
64,69,64,57
64,69,64,57
64,69,64,57
64,69,64,57
64,69,64,57
64,69,64,57
64,69,64,57
64,69,64,57
62,69,64,57
62,69,64,57
62,69,64,57
62,69,64,57
67,69,64,57
67,69,64,57
67,69,64,57
67,69,64,57
64,69,64,57
64,69,64,57
64,69,64,57
64,69,64,57
69,69,60,57
69,69,60,57
69,69,60,57
69,69,60,57
68,69,60,57
68,69,60,57
68,69,60,57
68,69,60,57
68,69,60,57
68,69,60,57
69,69,60,57
69,69,62,57
71,69,64,52
71,69,64,52
71,69,64,52
71,69,64,52
72,69,64,52
72,69,64,52
72,69,64,52
72,69,64,52
71,69,64,52
71,69,60,53
69,69,60,53
69,69,64,53
67,69,64,53
67,69,64,53
65,69,64,53
65,69,64,53
64,69,64,53
64,69,64,53
64,69,64,53
64,69,64,53
65,69,64,53
65,69,64,53
67,69,64,53
67,69,64,53
62,69,64,53
62,69,64,53
62,69,64,53
62,69,64,53
62,69,64,53
62,69,64,53
62,69,64,53
62,69,64,53
60,69,64,53
60,69,64,53
60,69,64,53
60,69,64,53
72,69,64,53
72,69,64,53
72,69,64,53
72,69,64,52
71,68,64,52
71,68,64,52
71,68,64,52
71,64,60,45
69,64,60,45
69,64,60,45
67,64,60,45
67,64,60,45
67,64,60,45
67,64,60,45
67,64,60,45
67,64,60,45
69,64,60,45
69,64,60,45
69,64,60,45
69,64,64,45
67,64,64,45
67,64,64,45
67,64,64,45
67,64,64,45
65,64,64,45
65,64,64,45
64,64,64,45
64,64,64,45
64,64,64,45
64,64,64,45
64,64,64,45
64,64,64,45
62,64,64,45
62,64,64,45
62,64,64,45
62,64,64,45
67,64,64,45
67,64,64,45
67,64,64,45
67,64,64,45
67,64,64,45
67,64,64,45
65,64,64,45
65,64,64,45
64,64,64,45
64,64,64,45
64,64,64,45
64,64,64,45
72,69,64,52
72,69,64,52
71,69,64,52
71,69,64,52
67,69,64,52
67,69,64,52
67,69,64,52
67,69,64,52
67,69,64,52
67,69,64,52
69,69,62,53
69,69,62,53
71,69,64,52
71,69,64,52
71,69,64,52
71,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,65,59
74,69,64,59
74,69,64,57
72,69,64,57
72,69,64,52
71,69,64,52
71,69,60,53
69,69,60,53
69,69,60,53
67,69,60,53
67,69,60,53
67,69,60,53
67,69,60,53
69,69,60,53
69,69,62,53
71,68,62,52
71,68,62,52
71,68,62,52
71,68,62,52
71,68,62,52
71,68,62,52
71,68,62,52
71,64,60,57
69,64,60,57
69,64,60,57
69,64,60,57
69,64,60,57
69,64,60,57
69,64,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,52
71,69,64,52
71,69,60,57
69,69,60,57
69,69,60,57
68,69,60,57
68,69,60,57
76,69,60,57
76,69,60,57
76,69,60,57
76,64,60,57
69,64,60,57
69,64,60,57
68,64,60,57
68,64,60,57
68,64,60,57
68,64,60,57
68,64,60,57
68,64,60,57
68,64,60,57
68,64,60,57
69,64,60,57
69,64,60,57
69,64,60,57
69,64,60,57
69,64,60,57
69,64,60,57
69,64,60,57
69,64,60,57
69,64,60,57
69,64,60,57
