note0,note1,note2,note3
67,69,60,57
67,69,60,50
67,66,57,50
67,64,59,48
67,52,57,48
67,54,59,47
67,57,59,47
67,57,59,40
67,55,59,40
67,54,59,40
67,57,59,40
67,55,59,40
65,54,59,40
65,57,59,40
63,55,59,40
63,54,59,40
62,57,59,40
62,55,59,40
62,54,59,40
62,57,59,40
65,55,59,40
65,54,59,40
65,57,59,40
65,55,59,40
67,54,59,40
67,57,59,40
67,55,59,40
67,54,59,40
69,57,59,40
69,55,59,40
69,54,59,40
69,57,59,40
67,55,59,40
67,54,59,40
67,57,59,40
67,55,59,40
67,54,59,40
67,57,59,40
67,55,59,40
67,54,59,40
66,57,59,40
66,55,59,40
66,54,59,40
66,57,59,40
67,55,59,40
67,54,59,40
67,57,59,40
67,55,59,40
70,54,59,40
70,57,59,40
70,55,59,40
70,54,59,40
69,57,59,40
69,55,59,40
69,54,59,40
69,57,59,40
67,55,59,40
67,54,59,40
67,57,59,40
67,55,59,40
65,54,59,40
65,57,59,40
65,55,59,40
65,54,59,40
62,57,59,40
62,55,59,40
62,54,59,40
62,57,59,40
65,55,59,40
65,54,59,40
65,57,59,40
65,55,59,40
67,54,59,40
67,57,59,40
67,55,59,40
67,54,59,40
69,57,59,40
69,55,59,40
69,54,59,40
69,57,59,40
67,55,59,40
67,54,59,40
67,57,59,40
67,55,59,40
67,54,59,40
67,57,59,40
67,55,59,40
67,54,59,40
66,57,59,40
66,55,59,40
66,54,59,40
66,57,59,40
67,62,50,47
67,60,52,48
67,62,52,47
67,64,57,45
74,65,57,50
74,67,59,55
74,69,60,53
74,67,59,55
74,69,60,53
74,67,59,55
74,69,60,53
74,67,59,55
74,69,60,53
74,67,59,55
74,71,67,55
74,71,67,53
67,72,67,52
67,72,67,53
67,71,67,55
67,71,65,55
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,64,60,48
70,64,59,48
70,52,57,48
70,54,59,47
70,57,59,47
69,57,59,40
69,55,59,40
69,54,59,40
69,57,59,40
67,55,59,40
67,54,59,40
67,57,59,40
67,55,59,40
65,54,59,40
65,57,59,40
65,55,59,40
65,54,59,40
65,57,59,40
65,55,59,40
65,54,59,40
65,57,59,40
62,55,59,40
62,54,59,40
62,57,59,40
62,55,59,40
67,54,59,40
67,57,59,40
67,55,59,40
67,54,59,40
67,57,59,40
67,55,59,40
67,54,59,40
67,57,59,40
66,55,59,40
66,54,59,40
66,57,59,40
66,55,59,40
67,54,59,40
67,57,59,40
67,55,59,40
67,54,59,40
66,57,59,40
66,55,59,40
66,54,59,40
66,57,59,40
67,55,59,40
67,54,59,40
67,57,59,40
67,55,59,40
66,54,59,40
66,57,59,40
66,55,59,40
66,54,59,40
67,57,59,40
67,55,59,40
67,54,59,40
67,57,59,40
69,55,59,40
69,54,59,40
69,57,59,40
69,55,59,40
70,54,59,40
70,57,59,40
70,55,59,40
70,54,59,40
70,57,59,40
70,55,59,40
70,54,59,40
70,57,59,40
69,55,59,40
69,54,59,40
69,57,59,40
69,55,59,40
70,54,59,40
70,57,59,40
70,55,59,40
70,54,59,40
69,57,59,40
69,55,59,40
69,54,59,40
69,57,59,40
67,55,59,40
67,54,59,40
67,57,59,40
67,55,59,40
65,54,59,40
65,57,59,40
65,55,59,40
65,54,59,40
62,57,59,40
62,55,59,40
63,54,59,40
63,57,59,40
65,55,59,40
65,54,59,40
65,57,59,40
65,55,59,40
65,54,59,40
65,57,59,40
65,55,59,40
65,54,59,40
67,57,59,40
67,55,59,40
67,54,59,40
67,57,59,40
65,55,59,40
65,54,59,40
65,57,59,40
65,55,59,40
63,54,59,40
63,57,59,40
63,55,59,40
63,54,59,40
63,57,59,40
63,55,59,40
63,54,59,40
63,57,59,40
62,62,50,47
62,60,52,48
62,60,53,50
62,60,55,52
74,67,59,55
74,69,60,53
74,67,59,55
74,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,69,66,60
70,71,68,59
70,68,71,64
70,64,69,57
70,65,69,69
69,67,67,71
69,60,65,69
69,72,67,64
69,72,69,66
66,79,71,67
66,79,72,67
66,78,74,62
66,78,72,62
67,78,71,63
67,78,69,63
67,79,67,64
67,79,67,60
69,74,66,62
69,72,66,62
70,71,67,55
70,71,65,55
72,67,64,48
72,67,64,48
72,67,64,48
72,64,60,48
70,64,59,48
70,52,57,48
70,54,59,47
70,57,59,47
69,57,59,40
69,55,59,40
69,54,59,40
69,57,59,40
69,55,59,40
69,54,59,40
69,57,59,40
69,55,59,40
67,54,59,40
67,57,59,40
67,55,59,40
67,54,59,40
67,57,59,40
67,55,59,40
67,54,59,40
67,57,59,40
