note0,note1,note2,note3
74,69,60,53
74,67,59,55
74,71,67,55
74,69,67,53
67,67,67,52
67,60,65,53
67,62,65,53
67,60,67,52
69,60,67,53
69,62,65,52
70,62,65,50
70,55,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,66,62,50
70,66,60,50
70,62,59,43
70,60,64,57
70,62,66,57
69,64,68,52
69,62,68,52
69,60,69,45
69,64,60,57
69,65,62,57
69,64,64,55
69,62,65,53
69,60,67,52
67,60,67,53
67,62,65,52
67,62,65,50
67,55,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,57,48
74,67,59,55
74,69,60,53
74,67,59,55
74,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,57,48
74,67,59,55
74,69,60,53
74,67,59,55
74,67,60,60
76,67,60,48
76,67,60,60
76,69,60,57
76,69,60,55
77,69,60,53
77,69,60,57
77,69,60,55
77,69,60,53
74,67,59,55
74,69,60,53
74,67,59,55
74,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,60,60
70,64,55,58
70,65,57,57
70,67,57,45
70,67,58,38
69,66,57,38
69,64,55,38
69,66,57,38
69,64,55,38
67,66,57,38
67,64,55,38
67,66,57,38
67,64,55,38
69,66,57,38
69,64,55,38
69,66,57,38
69,64,55,38
69,66,57,38
69,64,55,38
69,66,57,38
69,64,55,38
67,66,57,38
67,64,55,38
67,66,57,38
67,64,57,57
74,67,59,55
74,69,60,53
74,67,59,55
74,67,60,57
67,65,62,57
67,64,64,55
67,62,65,53
67,60,67,52
69,60,67,53
69,62,65,52
70,62,65,50
70,55,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,66,62,50
70,66,60,50
70,62,59,43
70,60,64,57
70,62,66,57
69,64,68,52
69,62,68,52
69,60,69,45
69,64,60,57
69,65,62,57
69,64,64,55
69,62,65,53
69,60,67,52
67,60,67,53
67,62,65,52
67,62,65,50
67,55,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,57,48
74,67,59,55
74,69,60,53
74,67,59,55
74,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,57,48
74,67,59,55
74,69,60,53
74,67,59,55
74,67,60,60
76,67,60,48
76,67,60,60
76,69,60,57
76,69,60,55
77,69,60,53
77,69,60,57
77,69,60,55
77,69,60,53
74,67,59,55
74,69,60,53
74,67,59,55
74,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,76,72,60
70,76,72,62
70,76,71,64
70,72,69,65
70,74,69,65
69,72,67,64
69,72,69,66
69,79,71,67
69,79,72,67
67,78,74,62
67,76,74,64
67,74,67,65
67,76,67,64
69,76,69,66
69,74,71,67
69,76,72,67
69,78,74,62
69,76,74,64
69,74,67,65
69,76,67,64
69,76,69,66
67,74,71,67
67,76,72,67
67,78,74,62
67,78,72,62
69,78,71,63
69,78,69,63
69,79,67,64
69,79,67,60
70,74,66,62
70,72,66,62
70,71,67,55
70,71,65,55
72,67,64,48
72,67,64,48
72,67,64,48
72,67,57,48
74,67,59,55
74,69,60,53
74,67,59,55
74,67,60,60
75,67,60,59
75,69,60,57
75,69,60,55
75,69,60,53
74,67,59,55
74,69,60,53
74,67,59,55
74,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,76,64,48
70,74,57,50
70,74,58,50
70,72,55,52
70,72,57,53
74,67,59,55
74,69,60,53
74,67,59,55
74,67,60,60
77,69,60,57
77,69,60,55
77,69,60,53
77,69,60,52
75,69,59,51
75,69,57,51
75,68,64,52
75,68,62,52
74,69,60,53
74,67,59,55
74,71,67,55
74,75,69,54
67,76,71,52
67,75,72,64
69,76,72,64
69,78,72,64
70,78,71,63
70,78,69,63
70,79,67,64
70,79,67,60
69,74,66,62
69,72,66,64
69,71,67,65
69,72,67,64
67,72,69,66
67,79,71,67
67,79,72,67
67,78,74,62
67,78,72,62
67,78,71,63
67,78,71,64
67,76,64,60
