note0,note1,note2,note3
74,69,60,53
74,67,59,55
74,69,60,53
74,67,59,55
74,69,60,53
74,67,59,55
74,69,60,53
74,67,59,55
74,69,60,53
74,67,59,55
74,71,67,55
74,75,69,54
73,76,71,52
73,75,72,64
73,76,72,64
73,78,72,64
71,78,71,63
71,78,71,64
71,76,64,60
71,76,66,57
71,76,67,57
71,75,69,59
71,71,69,52
71,71,68,52
69,71,64,56
69,71,62,56
69,69,60,57
69,69,60,55
74,69,60,53
74,67,59,55
74,71,67,55
74,72,67,48
76,72,67,60
76,72,67,48
76,72,67,60
76,72,67,48
76,72,67,60
76,72,67,48
76,72,67,60
76,72,67,59
78,64,69,57
78,65,69,69
78,67,67,71
78,60,65,69
78,72,67,64
78,72,69,66
78,79,71,67
78,79,72,67
78,78,74,62
78,76,74,64
78,74,67,65
78,76,67,64
78,76,69,66
78,74,71,67
78,76,72,67
78,78,74,62
78,76,74,64
78,74,67,65
78,76,67,64
78,76,69,66
78,74,71,67
78,74,71,65
78,72,72,64
78,72,72,62
76,72,67,60
76,72,67,48
76,72,67,60
76,72,67,48
76,72,67,60
76,72,67,48
76,72,67,60
76,72,67,59
78,72,69,57
78,74,67,59
78,74,67,60
78,72,67,60
79,72,65,60
79,72,62,60
79,72,64,48
79,74,65,48
78,76,67,60
78,76,67,62
78,76,67,64
78,76,69,66
78,74,71,67
78,74,71,65
78,72,72,64
78,72,72,62
76,72,67,60
76,72,67,48
76,72,67,60
76,72,67,48
76,67,60,60
76,69,60,57
76,69,60,55
76,69,60,53
74,67,59,55
74,69,60,53
74,67,59,55
74,67,60,60
76,72,67,60
76,72,67,48
76,72,67,60
76,72,67,48
76,72,67,60
76,72,67,48
76,72,67,60
76,71,67,60
78,69,69,65
78,69,67,64
78,69,65,62
78,71,65,62
76,72,67,60
76,72,67,48
76,72,67,60
76,72,67,48
76,67,60,60
76,69,60,57
76,69,60,55
76,69,60,53
74,67,59,55
74,69,60,53
74,67,59,55
74,67,60,48
71,68,58,48
71,70,58,48
71,72,56,48
71,70,55,50
73,70,55,51
73,70,53,53
73,68,65,50
73,69,64,48
73,69,64,50
73,69,64,52
73,68,64,52
73,68,62,52
74,69,60,53
74,67,59,55
74,69,60,53
74,67,59,55
74,69,60,53
74,67,59,55
74,71,67,55
74,71,65,55
81,72,64,57
81,72,64,55
81,72,65,53
81,72,64,53
78,71,62,55
78,72,55,53
78,71,55,53
78,72,55,52
78,72,55,53
78,71,55,53
78,72,55,52
78,72,57,53
74,67,59,55
74,69,60,53
74,67,59,55
74,67,60,60
76,72,67,60
76,72,67,48
76,72,67,60
76,72,67,48
76,72,67,60
76,72,67,48
76,72,67,60
76,72,65,60
79,72,62,60
79,72,64,48
79,70,64,48
79,70,62,48
78,69,60,50
78,67,59,55
78,67,60,60
78,67,62,59
76,67,60,60
76,67,60,48
76,67,60,60
76,67,60,48
76,67,60,60
76,69,60,57
76,69,60,55
76,69,60,53
74,67,59,55
74,69,60,53
74,67,59,55
74,69,60,53
74,67,59,55
74,69,60,53
74,67,59,55
74,69,60,53
74,67,59,55
74,69,60,53
74,67,59,55
74,65,59,55
