note0,note1,note2,note3
69,69,60,57
69,69,60,60
69,67,69,61
69,65,69,62
69,65,70,62
69,65,72,60
69,74,65,58
69,74,70,55
76,72,67,60
76,72,67,48
76,72,67,60
76,72,67,48
76,67,60,60
76,69,60,57
76,69,60,55
76,69,60,53
74,71,67,55
74,75,69,54
73,76,71,52
73,75,72,64
71,76,72,64
71,78,72,64
71,78,71,63
71,78,69,63
73,79,67,64
73,79,67,60
73,74,66,62
73,72,66,62
74,71,67,55
74,75,69,54
73,76,71,52
73,75,72,64
71,76,72,64
71,78,72,64
71,78,71,63
71,78,69,63
69,79,67,64
69,79,67,60
69,74,66,62
69,72,66,64
69,71,67,65
69,72,67,64
69,72,69,66
69,79,71,67
69,79,72,67
69,78,74,62
69,76,74,64
69,74,67,65
69,76,67,64
69,79,64,60
69,74,69,62
69,76,70,60
71,76,70,58
71,77,72,57
71,70,65,58
71,70,65,57
73,70,63,55
73,70,65,53
73,70,67,51
73,70,63,48
74,69,60,53
74,67,59,55
74,71,67,55
74,72,67,60
71,72,67,59
71,72,69,57
71,74,67,59
71,74,67,60
76,72,67,60
76,72,67,48
76,72,67,60
76,71,67,60
78,69,69,65
78,69,67,64
78,69,65,62
78,71,65,62
76,72,67,60
76,72,67,48
76,72,67,60
76,72,67,59
73,72,69,57
73,72,69,55
73,72,70,53
73,72,70,52
73,72,69,53
73,72,67,55
74,71,67,55
74,72,67,48
76,67,60,60
76,69,60,57
76,69,60,55
76,69,60,53
74,67,59,55
74,69,60,53
74,67,59,55
74,67,60,60
73,64,55,58
73,65,57,57
71,67,57,45
71,67,58,38
69,66,57,38
69,64,55,38
71,66,57,38
71,64,55,38
73,66,57,38
73,64,55,38
73,66,57,38
73,64,55,38
71,66,57,38
71,64,55,38
71,66,57,38
71,64,55,38
73,66,57,38
73,64,55,38
73,66,57,38
73,64,55,38
69,66,57,38
69,64,55,38
69,66,57,38
69,64,55,38
71,66,57,38
71,64,55,38
73,66,57,38
73,64,57,57
74,65,57,50
74,67,59,55
74,71,67,55
74,75,69,54
73,76,71,52
73,75,72,64
73,76,72,64
73,78,72,64
71,78,71,63
71,78,71,64
71,76,64,60
71,76,66,57
73,76,67,57
73,75,69,59
73,71,68,52
73,64,69,57
74,69,60,53
74,67,59,55
74,71,67,55
74,75,69,54
73,76,71,52
73,75,72,64
73,76,72,64
73,78,72,64
71,78,71,63
71,78,69,63
71,79,67,64
71,79,67,60
69,74,66,62
69,72,66,64
69,71,67,65
69,72,67,64
76,72,67,60
76,72,67,48
76,67,60,60
76,69,60,57
76,69,60,55
76,69,60,53
74,67,59,55
74,67,60,60
73,64,55,58
73,65,57,57
73,67,58,55
73,67,58,49
74,65,57,50
74,67,57,45
73,67,58,38
73,66,57,38
71,64,55,38
71,66,57,38
71,64,55,38
71,66,57,38
71,64,55,38
71,66,57,38
71,64,55,38
71,66,57,38
69,64,55,38
69,66,57,38
69,64,55,38
69,66,57,38
69,64,55,38
69,66,57,38
69,64,55,38
69,66,57,38
69,64,55,38
69,66,57,38
69,64,55,38
69,66,57,38
69,64,55,38
69,66,57,38
69,64,55,38
69,66,57,38
