note0,note1,note2,note3
71,69,60,57
71,69,60,55
71,69,63,53
71,67,63,53
71,65,62,58
71,64,62,58
71,60,62,58
71,64,55,60
73,65,57,60
73,67,59,59
73,67,59,57
73,69,60,55
74,69,60,53
74,67,59,55
74,71,67,55
74,72,67,48
76,72,67,60
76,72,67,48
76,67,60,60
76,74,60,62
78,74,59,62
78,74,67,64
78,72,67,65
78,71,67,67
78,71,67,65
78,72,67,64
78,72,69,66
78,79,71,67
78,79,72,67
78,78,74,62
78,76,74,64
78,74,67,65
78,76,67,64
78,79,64,60
78,74,69,62
78,76,70,60
78,76,70,58
78,77,72,57
78,70,65,58
78,69,65,58
76,67,60,60
76,69,60,57
76,69,60,55
76,69,60,53
74,67,59,55
74,69,60,53
74,67,59,55
74,67,60,60
76,72,67,60
76,72,67,48
76,67,60,60
76,64,55,58
73,65,57,57
73,67,57,45
73,67,58,38
73,66,57,38
73,64,55,38
73,66,57,38
73,64,55,38
73,66,57,38
73,64,55,38
73,66,57,38
73,64,55,38
73,66,57,38
73,64,55,38
73,66,57,38
73,64,57,57
73,64,59,55
74,69,60,53
74,67,59,55
74,71,67,55
74,72,67,48
76,72,67,60
76,72,67,48
76,72,67,60
76,74,67,59
78,76,72,57
78,76,71,55
78,76,69,53
78,76,67,53
78,74,69,54
78,76,69,54
78,78,69,50
78,74,67,55
76,72,67,60
76,72,67,48
76,72,67,60
76,72,67,48
76,72,67,60
76,72,67,48
76,72,67,60
76,72,69,60
78,76,64,61
78,73,69,66
78,78,66,63
78,78,64,59
78,78,63,59
78,78,64,64
78,76,67,60
78,72,65,65
74,69,60,53
74,67,59,55
74,71,67,55
74,72,67,48
76,72,67,60
76,72,67,48
76,72,67,60
76,72,69,60
78,66,69,62
78,66,71,62
78,67,64,64
78,69,62,66
78,69,62,67
78,67,62,67
78,67,64,60
78,67,62,59
76,67,60,60
76,67,60,48
76,67,60,60
76,67,60,48
76,67,60,60
76,69,60,57
76,69,60,55
76,69,60,53
74,67,59,55
74,69,60,53
74,71,67,55
74,74,71,67
78,74,69,65
78,76,69,64
78,76,68,52
78,74,68,52
81,72,64,57
81,72,64,55
81,72,65,53
81,74,65,52
78,76,64,50
78,76,64,49
78,76,69,50
78,74,69,50
78,74,69,52
78,74,69,53
78,74,69,55
78,74,69,57
78,76,70,55
78,77,72,53
78,76,72,53
78,74,67,47
76,72,67,48
76,72,67,60
76,72,67,48
76,72,67,60
76,72,67,48
76,72,67,60
76,72,67,48
76,72,67,60
76,72,67,48
76,72,67,60
76,72,67,48
76,72,67,60
76,72,67,48
76,72,67,60
76,72,67,48
76,74,60,48
78,76,60,48
78,74,59,53
78,72,60,53
78,67,59,55
76,67,60,60
76,69,60,57
76,69,60,55
76,69,60,53
74,67,59,55
74,69,60,53
74,71,67,55
74,72,67,48
76,67,60,60
76,69,60,53
74,67,59,55
74,67,60,60
73,64,55,58
73,65,57,57
73,67,57,45
73,67,58,38
73,66,57,38
73,64,55,38
73,66,57,38
73,64,55,38
71,66,57,38
71,64,55,38
71,66,57,38
71,64,55,38
71,66,57,38
71,64,55,38
71,66,57,38
71,64,57,57
