note0,note1,note2,note3
70,69,60,57
70,69,62,59
70,67,64,60
70,67,62,59
70,67,60,60
70,67,62,59
70,67,60,60
70,67,60,59
77,69,60,57
77,69,60,55
77,69,60,53
77,67,60,55
74,67,59,55
74,69,60,53
74,67,59,55
74,69,60,53
74,67,59,55
74,67,64,48
72,67,64,48
72,69,66,60
70,71,68,59
70,68,71,64
70,64,69,57
70,65,69,69
69,67,67,71
69,60,65,69
69,72,67,64
69,72,69,66
70,79,71,67
70,79,72,67
69,78,74,62
69,78,72,62
67,78,71,63
67,78,69,63
65,79,67,64
65,79,67,60
70,74,66,62
70,72,66,62
70,71,67,55
70,71,65,55
72,67,64,48
72,67,64,48
72,67,64,48
72,71,67,55
74,71,67,55
74,69,67,55
75,71,67,55
75,71,65,55
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,66,62,50
70,66,62,48
70,66,62,47
70,68,62,47
70,69,64,45
77,69,65,50
77,71,65,50
77,69,65,50
77,68,64,52
75,68,62,52
75,69,60,53
74,67,59,55
74,67,64,48
72,67,64,48
72,67,64,60
70,67,62,59
70,67,60,60
79,67,62,59
79,72,64,57
79,71,64,52
79,72,64,57
79,71,64,52
79,72,64,57
79,72,64,60
79,72,65,60
79,72,62,60
79,72,64,48
79,70,64,48
79,69,60,53
74,67,59,55
74,69,60,53
74,67,59,55
74,67,60,60
75,64,55,58
75,65,57,57
75,67,58,55
75,67,58,53
77,69,60,53
77,69,65,50
77,71,65,50
77,69,65,50
77,71,65,50
77,69,65,50
77,71,65,50
77,71,64,52
79,71,64,57
79,69,65,50
77,71,65,50
77,68,64,52
75,68,62,52
75,69,60,53
74,67,59,55
74,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,62,47
65,67,64,47
65,69,66,45
65,62,59,43
65,60,64,57
67,62,66,57
67,64,68,52
67,62,68,52
67,60,69,45
69,64,60,57
69,64,64,55
69,62,65,53
69,60,67,52
70,60,67,53
70,62,65,52
70,62,65,50
70,55,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,71,67,55
74,71,67,55
74,69,67,55
75,71,67,55
75,71,65,55
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,76,72,60
70,76,72,62
70,76,71,64
70,72,69,65
70,74,69,65
