note0,note1,note2,note3
69,69,60,57
69,69,62,59
69,71,67,57
69,69,66,62
71,69,64,60
71,69,64,62
71,68,64,64
71,69,72,53
73,71,74,65
73,72,67,65
74,71,67,55
74,72,67,48
76,72,67,60
76,72,67,48
76,67,60,60
76,67,60,62
69,72,60,64
69,72,67,64
69,72,69,66
69,79,71,67
68,79,72,67
68,78,74,62
68,76,74,64
68,74,67,65
66,76,67,64
66,76,69,66
66,74,71,67
66,76,72,67
64,78,74,62
64,76,74,64
64,74,67,65
64,76,67,64
66,76,69,66
66,74,71,67
66,76,72,67
66,78,74,62
68,76,74,64
68,74,67,65
68,76,67,64
68,76,69,66
69,74,71,67
69,76,72,67
69,78,74,62
69,78,72,62
71,78,71,63
71,78,69,63
71,79,67,64
71,79,67,60
73,74,66,62
73,72,66,62
74,71,67,55
74,75,69,54
71,76,71,52
71,75,72,64
71,76,72,64
71,78,72,64
69,78,71,63
69,78,69,63
69,79,67,64
69,79,67,60
69,74,66,62
69,74,67,62
69,72,67,64
69,72,69,66
69,79,71,67
69,79,72,67
69,78,74,62
69,78,72,62
71,78,71,63
71,78,69,63
71,79,67,64
71,79,67,60
73,74,66,62
73,72,66,62
74,71,67,55
74,72,67,48
76,72,67,60
76,72,67,48
76,67,60,60
76,64,55,58
69,65,57,57
69,67,57,45
69,67,58,38
69,66,57,38
68,64,55,38
68,66,57,38
68,64,55,38
68,66,57,38
66,64,55,38
66,66,57,38
66,64,55,38
66,66,57,38
64,64,55,38
64,66,57,38
64,64,55,38
64,66,57,38
66,64,55,38
66,66,57,38
66,64,55,38
66,66,57,38
68,64,55,38
68,66,57,38
68,64,55,38
68,66,57,38
69,64,55,38
69,66,57,38
69,64,55,38
69,66,57,38
71,64,55,38
71,66,57,38
71,64,55,38
71,66,57,38
73,64,55,38
73,66,57,38
74,64,55,38
74,66,57,38
71,64,55,38
71,66,57,38
71,64,55,38
71,66,57,38
69,64,55,38
69,66,57,38
69,64,55,38
69,66,57,38
69,64,55,38
69,66,57,38
69,64,55,38
69,66,57,38
73,64,55,38
73,66,57,38
73,64,55,38
73,66,57,38
73,64,55,38
73,66,57,38
73,64,55,38
73,66,57,38
71,64,55,38
71,66,57,38
71,64,55,38
71,66,57,38
73,64,55,38
73,66,57,38
73,64,57,57
73,64,59,55
74,69,60,53
74,67,59,55
74,71,67,55
74,75,69,54
73,76,71,52
73,75,72,64
71,76,72,64
71,78,72,64
71,78,71,63
71,78,69,63
69,79,67,64
69,79,67,60
71,74,66,62
71,72,66,64
71,71,67,65
71,72,67,64
66,72,69,66
66,79,71,67
66,79,72,67
66,78,74,62
68,76,74,64
68,74,67,65
68,76,67,64
68,76,69,66
69,74,71,67
69,76,72,67
69,78,74,62
69,78,72,62
71,78,71,63
71,78,69,63
71,79,67,64
71,79,67,60
73,74,66,62
73,72,66,62
74,71,67,55
74,75,69,54
71,76,71,52
71,75,72,64
71,76,72,64
71,78,72,64
69,78,71,63
69,78,71,64
68,76,64,60
68,76,66,57
69,76,67,57
69,75,69,59
69,71,69,52
69,71,68,52
