note0,note1,note2,note3
65,69,60,57
65,69,62,59
65,67,64,60
65,67,65,62
69,67,67,64
69,69,67,60
69,71,67,55
69,71,65,55
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,69,66,60
69,71,68,59
69,68,71,64
69,64,69,57
69,65,69,69
65,67,67,71
65,60,65,69
65,72,67,64
65,72,69,66
67,79,71,67
67,79,72,67
67,78,74,62
67,78,72,62
69,78,71,63
69,78,69,63
69,79,67,64
69,79,67,60
65,74,66,62
65,72,66,62
65,71,67,55
65,71,65,55
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,57,48
74,67,59,55
74,69,60,53
74,67,59,55
74,67,60,60
76,67,60,48
76,67,60,60
76,69,60,57
76,69,60,55
77,69,60,53
77,69,60,57
76,69,60,55
76,69,60,53
74,67,59,55
74,69,60,53
74,67,59,55
74,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,60
69,66,66,62
69,66,69,54
69,71,67,55
69,71,65,55
72,67,64,48
72,67,64,48
72,67,64,48
72,67,57,48
74,67,59,55
74,69,60,53
74,67,59,55
74,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,62,48
70,67,62,47
70,67,67,52
70,65,67,50
70,64,67,48
69,62,67,48
69,60,65,53
69,62,65,53
69,60,67,52
67,60,67,53
67,62,65,52
67,62,65,50
67,55,64,48
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,60
69,66,66,62
69,66,69,54
70,71,67,55
70,71,65,55
72,67,64,48
72,67,64,48
72,67,64,48
72,64,60,48
70,64,59,48
70,52,57,48
70,54,59,47
70,57,59,47
69,57,59,40
69,55,59,40
67,54,59,40
67,57,59,40
65,55,59,40
65,54,59,40
65,57,59,40
65,55,59,40
67,54,59,40
67,57,59,40
67,55,59,40
67,54,59,40
65,57,59,40
65,55,59,40
65,54,59,40
65,57,59,40
65,55,59,40
65,54,59,40
65,57,59,40
65,62,50,47
