note0,note1,note2,note3
80,52,74,47
84,72,60,72
52,42,83,74
84,70,69,69
70,55,63,71
80,74,82,55
56,67,49,51
65,80,53,78
67,78,71,42
53,44,74,48
53,55,55,84
43,65,81,68
57,58,57,58
58,45,57,74
62,79,84,78
64,59,72,72
78,57,67,66
83,58,42,71
48,52,63,60
51,65,54,81
49,66,40,40
69,44,54,76
80,56,56,58
69,59,80,54
53,45,81,52
64,68,53,53
61,72,84,52
79,68,48,49
81,73,49,70
81,54,77,69
59,72,80,54
67,82,47,56
67,66,73,67
65,58,55,59
71,73,45,64
63,60,62,46
82,74,51,73
74,48,63,72
53,74,53,72
71,55,62,74
49,49,52,41
50,46,45,49
71,45,56,61
45,61,67,58
61,44,74,69
76,54,81,58
49,71,43,40
44,43,79,40
81,63,43,65
52,40,49,46
80,64,71,78
44,83,49,68
84,40,69,66
76,62,71,41
42,52,47,72
62,66,83,55
77,73,74,65
57,42,40,50
57,55,76,45
44,75,43,74
55,50,45,71
66,71,71,43
44,70,66,82
68,40,64,63
42,46,82,48
46,67,45,60
51,81,41,57
84,70,42,58
53,72,67,60
59,50,48,77
74,75,74,53
72,69,55,82
77,48,56,53
47,48,44,45
80,73,76,78
60,68,59,69
69,75,78,81
60,67,60,51
54,60,63,55
82,65,79,74
58,66,66,76
41,63,54,73
84,55,79,63
58,56,45,46
82,42,59,49
74,42,45,47
44,47,47,74
63,74,57,43
65,64,42,65
64,84,42,70
63,43,63,69
80,67,57,61
55,83,61,68
81,45,81,62
47,74,53,56
43,83,78,81
69,66,65,47
79,46,72,57
76,42,71,50
59,41,67,44
46,67,84,40
53,41,80,73
50,60,50,59
69,82,47,75
49,50,46,82
40,48,52,62
69,53,44,41
54,81,80,83
69,51,78,56
75,60,65,44
51,44,48,47
67,66,69,59
57,62,52,72
45,55,52,44
67,73,80,50
78,66,84,72
67,73,61,75
74,53,68,76
82,79,60,65
83,60,46,48
45,49,46,54
70,46,76,66
44,76,69,46
71,63,76,67
51,59,43,80
66,65,77,57
73,75,48,58
56,43,52,42
69,48,64,69
51,62,71,61
67,75,79,65
59,62,50,54
52,72,80,45
54,46,81,73
70,42,80,83
42,45,79,64
75,56,68,60
45,58,82,73
57,75,44,82
52,45,68,81
62,70,76,49
43,44,84,51
62,47,44,64
41,46,82,52
54,75,74,74
45,42,80,81
60,57,45,47
52,55,53,73
54,77,75,44
72,56,81,66
81,43,76,74
45,61,50,51
83,82,73,64
57,46,45,76
58,40,51,63
47,66,58,70
48,60,83,84
74,84,76,79
50,67,75,45
73,54,46,75
73,80,77,40
50,74,68,73
74,69,53,77
76,77,63,45
54,82,41,41
43,79,42,40
59,58,78,84
74,60,44,84
55,42,68,52
69,63,75,72
74,66,59,46
51,42,70,47
50,57,45,54
50,63,84,61
75,63,71,53
64,57,76,71
43,55,84,81
53,53,49,72
79,79,46,40
82,54,83,52
41,66,46,57
50,40,68,53
60,73,52,51
76,47,62,64
54,40,72,43
71,70,55,60
55,77,52,59
80,55,53,61
72,40,49,53
60,66,66,57
56,51,61,41
48,69,64,44
41,64,42,83
68,65,84,58
76,81,69,57
42,68,64,71
60,75,49,61
75,54,63,66
80,56,48,72
58,82,73,74
47,48,60,52
78,78,67,75
42,51,65,77
83,75,81,45
63,64,82,75
56,71,75,76
56,81,71,48
43,49,49,42
57,54,68,71
47,72,45,59
47,67,63,69
46,78,72,55
49,56,63,52
59,73,44,63
41,75,80,64
82,69,49,71
56,67,49,59
63,54,62,49
43,56,55,43
82,52,55,73
59,71,47,40
72,82,46,69
42,81,64,50
76,73,46,57
