note0,note1,note2,note3
62,64,83,44
73,50,80,64
46,63,75,47
45,82,42,69
50,42,63,73
83,60,41,55
70,44,40,63
76,69,77,48
41,57,44,43
50,47,53,44
49,63,52,57
58,83,61,64
40,58,78,73
76,67,79,58
74,84,61,52
59,65,81,67
64,50,42,50
78,40,40,58
80,68,59,73
67,59,48,77
79,69,63,52
65,51,81,48
45,58,81,78
41,75,57,49
72,75,46,48
45,83,55,69
44,55,80,79
71,40,50,42
54,50,67,54
49,40,84,68
79,54,54,55
41,60,50,73
46,67,61,78
68,42,53,43
65,79,73,71
77,41,49,61
54,59,52,49
46,79,56,53
66,59,78,62
67,78,45,68
81,59,51,81
54,61,40,71
59,64,51,47
48,80,64,46
76,68,57,80
65,68,58,70
84,45,48,65
76,43,65,69
80,62,81,72
66,50,48,76
81,80,58,53
57,78,73,79
81,61,71,77
76,78,51,61
45,53,62,49
80,48,45,56
83,51,79,73
58,57,68,58
84,54,49,68
61,40,49,48
70,61,46,71
61,55,79,45
61,64,73,49
60,76,83,64
66,61,80,63
49,68,70,70
51,77,60,84
79,49,70,48
70,45,71,76
64,52,44,54
40,63,49,56
52,47,74,77
70,80,69,83
43,70,52,61
68,78,42,63
45,84,77,77
63,52,58,71
42,52,83,76
83,50,80,54
70,41,57,52
64,67,42,58
45,61,73,70
73,81,59,46
44,41,82,80
78,65,81,42
41,71,46,78
45,79,80,57
54,52,64,52
67,77,46,42
71,44,66,63
49,72,71,84
84,50,82,43
82,52,54,70
48,55,62,41
58,81,59,64
80,70,83,70
77,55,41,50
50,68,74,50
73,46,47,66
67,69,41,52
44,43,71,78
80,80,60,72
46,65,46,83
42,54,44,72
57,53,54,57
66,71,53,58
67,71,55,43
69,80,78,50
42,57,69,71
66,52,72,62
44,66,60,80
56,67,80,41
62,66,69,46
46,80,78,63
56,50,59,58
46,45,70,69
56,40,77,83
57,84,40,41
44,41,69,49
50,83,57,84
66,59,72,47
59,64,70,77
53,74,48,69
63,66,76,63
54,48,48,45
58,71,84,62
70,68,65,76
58,51,41,75
67,72,57,54
50,63,65,69
45,54,49,77
75,47,76,46
76,77,77,72
79,47,69,74
77,50,81,48
41,70,44,44
66,50,78,70
41,79,74,80
77,62,65,79
73,61,40,57
48,75,61,57
49,56,62,50
84,61,57,50
44,43,74,48
53,54,41,65
74,47,69,79
41,59,72,80
49,50,76,62
64,74,64,52
62,55,80,51
47,82,42,42
63,80,40,78
63,84,72,66
57,67,45,73
63,63,79,74
60,49,68,73
55,83,83,62
62,58,53,57
71,51,81,69
68,57,67,63
50,50,61,84
52,84,71,62
45,72,83,56
49,44,80,73
47,49,54,71
66,84,69,64
70,40,60,62
84,84,42,42
68,66,77,77
55,59,70,40
57,46,55,55
80,43,56,75
51,52,46,67
57,65,50,77
84,70,80,44
76,42,44,60
43,60,59,53
51,55,84,42
40,60,45,68
46,76,58,65
82,63,67,65
74,44,64,57
51,64,70,66
55,81,62,62
43,72,80,77
48,42,54,54
51,81,43,78
79,41,57,60
56,67,50,47
70,43,55,62
53,80,71,40
79,66,69,72
51,82,78,45
54,77,80,84
77,44,51,69
74,76,44,51
76,71,84,67
76,74,40,64
58,63,70,81
49,68,54,43
47,65,43,77
77,41,74,42
84,76,74,67
76,69,63,72
74,42,50,53
73,75,72,81
44,59,45,57
78,71,80,81
73,83,56,58
45,52,54,71
54,77,44,62
54,82,56,56
49,80,51,54
74,53,70,71
67,57,62,72
79,56,65,67
72,84,70,76
53,61,42,50
66,53,66,65
63,51,83,61
66,54,62,44
56,84,62,60
45,45,62,44
67,54,81,49
69,58,79,50
44,67,84,74
81,59,73,60
75,80,57,63
49,58,74,75
51,64,72,83
69,55,60,46
66,62,41,45
68,41,53,46
59,78,46,61
43,44,66,71
58,51,44,66
42,59,75,81
54,73,49,84
44,83,46,72
69,76,50,66
72,43,57,68
52,64,59,64
54,46,49,70
53,46,61,68
41,46,51,41
42,51,77,81
82,63,59,45
78,54,72,54
49,58,46,61
60,79,56,68
81,45,52,50
46,74,53,47
54,71,84,45
56,53,74,77
70,79,48,55
63,44,69,57
41,69,53,62
73,66,49,69
50,59,84,70
62,42,82,58
40,45,69,48
81,65,78,66
61,41,80,53
77,77,41,73
81,83,80,74
59,46,62,47
75,76,44,81
40,80,46,58
66,76,58,41
67,45,44,41
68,47,42,82
49,58,60,78
52,67,80,84
52,59,63,67
81,65,81,83
41,56,82,75
41,62,42,71
56,45,66,40
50,76,59,47
55,68,51,56
56,65,48,71
71,45,40,62
40,81,41,41
60,76,41,54
60,47,51,57
68,49,72,69
55,69,44,58
84,44,41,78
72,56,81,56
40,47,40,66
64,79,73,59
40,45,65,73
56,40,84,61
79,63,42,82
62,68,66,58
44,79,61,57
45,64,67,67
74,74,81,76
69,83,44,76
70,45,51,60
70,74,57,79
71,47,73,47
55,79,48,60
64,68,80,75
45,79,68,59
47,56,46,62
62,65,60,58
75,81,62,68
71,82,52,56
78,71,57,45
54,61,75,68
51,57,81,57
45,42,68,79
52,53,57,61
59,64,69,56
49,63,49,68
73,68,55,66
78,61,84,66
68,63,60,43
65,44,46,64
68,46,65,77
49,74,78,41
51,53,63,84
73,48,69,74
68,69,48,68
63,69,49,83
58,46,40,73
50,40,67,63
62,55,76,54
79,46,72,42
52,66,56,74
62,59,84,63
69,57,64,69
69,45,84,48
43,40,66,43
66,83,50,70
58,57,47,81
52,55,77,49
71,71,67,60
62,52,74,68
83,83,43,77
53,44,67,67
80,67,74,47
78,44,48,52
72,77,83,73
75,64,54,64
47,63,61,67
83,81,67,48
