note0,note1,note2,note3
70,71,81,75
83,62,82,45
78,78,76,52
65,46,45,83
80,41,78,56
82,52,84,81
54,84,77,60
67,49,66,44
62,63,82,55
40,55,54,54
81,59,59,62
66,68,82,48
81,59,83,72
82,81,79,61
67,69,67,50
56,78,56,54
48,48,82,63
73,63,56,66
66,56,42,84
71,75,57,51
72,76,73,83
78,80,64,56
82,46,59,45
68,43,69,64
53,72,72,40
52,83,72,76
40,79,52,46
64,78,59,75
83,66,46,72
54,65,61,84
63,57,55,71
44,57,54,59
72,41,59,83
65,70,71,42
72,79,69,82
65,61,51,70
50,62,59,65
65,67,82,78
79,52,70,60
48,84,68,68
66,42,79,50
78,77,81,54
56,60,65,48
65,61,79,82
41,77,54,52
59,77,81,83
78,42,44,46
77,53,74,50
46,72,64,65
79,73,49,49
53,82,84,62
80,76,72,41
67,47,41,71
43,63,51,47
76,75,58,49
83,41,46,63
72,40,62,80
78,83,67,56
45,46,45,61
47,63,56,58
78,77,73,49
59,59,78,72
65,64,76,71
55,55,45,43
80,78,71,45
68,61,45,65
65,46,78,61
81,55,61,48
79,69,53,46
57,73,79,70
56,68,68,80
63,78,47,49
77,79,65,44
78,43,54,68
66,44,76,46
57,74,64,74
45,40,45,47
43,50,54,62
47,58,82,47
45,59,63,42
47,62,43,78
49,40,79,47
41,59,76,40
42,83,43,54
44,70,52,43
76,58,40,74
45,72,60,52
66,62,66,77
62,48,52,84
51,53,75,77
51,48,52,62
76,68,63,61
80,83,64,74
64,42,44,51
54,71,63,63
40,48,43,80
76,78,42,81
83,81,59,71
59,62,51,79
70,44,66,63
47,68,82,46
44,43,64,41
83,42,64,53
53,63,65,42
53,69,74,42
79,61,58,66
50,64,67,81
64,83,58,55
56,59,70,67
83,83,58,40
58,64,52,49
62,47,66,60
44,80,64,77
41,52,67,41
43,84,75,73
46,65,57,64
54,64,48,60
63,67,72,66
83,47,48,59
71,62,63,47
41,67,47,48
63,50,59,75
74,83,54,68
70,45,62,57
65,59,42,55
76,48,81,63
55,77,76,41
75,63,49,57
72,49,82,64
75,75,51,69
40,68,52,74
81,83,46,84
59,60,59,77
72,63,70,46
77,59,74,58
75,63,78,48
82,44,68,64
67,71,79,66
83,54,42,54
46,52,52,73
47,44,77,75
55,73,57,60
43,57,55,51
64,81,45,59
41,40,72,57
55,82,75,79
76,83,76,55
57,73,44,46
