note0,note1,note2,note3
46,76,63,51
63,40,79,82
41,54,82,44
67,75,41,64
64,84,78,55
71,58,57,59
67,71,49,81
61,53,48,42
45,60,81,83
54,73,83,60
43,61,76,62
52,56,65,43
44,68,84,61
81,71,77,52
76,76,56,82
78,57,66,60
74,40,84,60
78,48,72,71
65,45,71,41
81,74,47,63
46,78,73,50
55,43,80,75
80,56,42,79
63,55,41,68
53,40,57,58
45,55,70,84
64,69,84,59
44,73,77,70
72,77,74,54
81,65,66,55
83,57,62,64
80,53,54,40
48,82,83,60
83,60,61,42
79,51,68,63
80,59,66,64
52,51,55,65
81,54,46,65
52,42,70,49
71,59,64,69
66,55,49,69
51,55,73,80
44,81,50,48
49,84,60,71
62,70,66,56
59,58,72,69
41,42,55,72
40,40,51,65
49,82,72,50
75,75,41,73
42,61,55,77
44,41,53,58
42,84,45,63
52,58,49,41
49,55,65,63
76,58,44,66
79,53,74,50
51,46,45,70
68,62,59,80
66,56,84,74
79,70,47,79
54,68,71,64
73,61,68,57
49,51,56,69
78,82,66,76
66,49,41,57
48,84,69,48
40,59,63,73
59,83,77,40
84,55,57,67
66,46,60,77
82,44,66,64
48,57,64,67
72,58,76,60
45,79,78,48
42,59,84,76
45,60,75,73
54,60,49,84
48,52,83,66
65,69,80,57
49,53,44,77
41,83,77,68
51,82,54,40
81,84,56,46
83,68,73,78
59,42,73,84
83,66,80,53
68,84,52,45
42,40,79,71
41,52,59,47
67,43,46,82
54,52,65,64
77,75,74,80
46,44,72,44
75,70,83,82
49,70,45,69
43,79,75,74
49,40,82,62
78,42,55,65
45,66,70,56
71,45,64,43
65,53,46,81
73,79,59,43
57,46,52,57
41,41,67,63
61,59,51,63
54,64,66,62
82,56,40,77
79,65,40,64
40,70,69,73
59,67,78,71
77,73,70,58
47,73,63,79
80,41,69,64
56,42,75,54
41,40,43,44
73,64,78,69
64,65,72,50
81,53,69,53
52,74,78,80
60,52,61,56
61,42,51,67
41,75,57,82
63,56,45,75
62,65,44,42
78,56,71,63
63,83,41,68
59,77,77,72
59,77,64,43
81,64,55,48
77,71,61,82
74,50,49,42
63,68,62,69
62,47,45,57
68,61,75,41
84,83,78,45
46,41,74,48
79,61,82,66
70,76,69,48
61,78,52,72
66,59,54,72
47,72,83,83
62,80,74,72
61,56,48,57
64,72,65,75
40,49,78,81
42,46,69,58
80,69,76,53
84,62,53,59
77,62,82,61
64,75,46,67
62,79,58,80
74,76,54,50
44,75,81,64
82,81,45,51
47,71,80,52
73,74,75,48
58,59,52,61
84,46,63,84
62,63,74,44
67,42,80,73
48,55,62,41
72,69,49,70
47,64,43,58
70,70,41,49
49,75,62,44
70,52,53,61
65,45,76,71
47,77,71,80
76,44,42,69
70,59,45,49
40,81,79,75
58,59,84,66
82,65,67,70
70,78,72,70
66,74,46,47
56,59,57,81
64,72,66,60
53,68,59,52
75,40,55,41
43,48,62,56
46,81,50,80
51,43,58,43
74,51,68,70
84,50,78,75
48,51,62,49
69,45,54,71
56,42,62,42
46,42,64,51
55,72,40,74
48,46,51,78
64,77,50,57
81,50,84,61
83,51,53,54
58,48,52,75
48,68,54,46
75,66,60,57
53,82,48,82
80,66,67,77
49,52,52,45
77,78,67,58
61,64,73,73
64,82,74,56
53,50,78,40
48,63,44,43
72,62,78,67
80,51,48,53
43,76,82,61
55,66,81,46
58,74,41,72
56,45,69,84
43,42,50,73
43,49,77,83
51,63,59,65
44,71,71,84
51,46,73,78
70,81,80,43
53,63,69,66
62,70,68,49
52,53,48,67
42,51,78,83
72,83,73,71
41,55,46,81
54,71,60,75
73,58,41,73
47,40,42,49
82,54,75,80
52,52,40,65
59,71,45,81
79,52,61,41
48,49,51,58
64,47,42,67
65,58,64,42
51,83,69,80
72,45,63,62
59,73,44,83
43,53,55,54
55,59,48,81
60,61,82,72
81,71,71,76
48,64,47,40
48,41,48,64
76,83,52,82
55,80,77,65
67,46,69,49
84,69,62,54
46,63,81,44
71,45,62,66
46,41,55,60
78,63,40,68
47,79,77,51
49,62,50,46
60,45,82,45
50,74,69,61
57,76,41,69
57,81,49,64
45,41,57,45
82,54,79,54
51,58,83,53
76,83,41,66
