note0,note1,note2,note3
82,43,40,61
68,52,63,50
70,84,56,56
61,53,41,76
54,51,63,51
50,41,82,78
53,45,66,40
45,63,51,43
42,57,54,67
59,45,83,49
72,59,40,58
63,41,74,64
57,60,62,72
69,84,83,51
53,80,75,51
51,62,79,81
61,48,59,67
61,50,80,70
50,52,57,72
74,58,61,47
55,68,56,45
81,82,54,69
71,43,46,57
74,67,74,79
52,65,53,47
69,59,60,50
63,63,76,59
47,44,70,58
42,66,77,51
43,44,67,41
49,47,78,77
40,56,62,72
81,61,84,77
50,82,47,42
66,55,80,80
47,72,44,72
48,44,55,60
78,45,41,49
65,47,61,44
42,72,64,63
53,47,80,67
61,63,77,78
52,45,61,58
41,59,70,42
73,79,44,82
42,40,83,46
64,62,53,71
79,58,48,61
53,73,59,61
53,42,63,40
46,71,75,75
42,67,65,44
73,52,75,81
61,60,43,54
76,54,66,45
57,84,82,77
76,58,64,63
66,81,58,65
49,40,68,71
74,51,78,74
81,42,52,42
78,72,53,82
70,81,51,68
64,55,58,81
63,61,84,60
55,78,41,68
58,78,60,72
53,44,68,50
61,41,76,60
52,55,46,64
66,40,59,76
80,74,44,44
53,47,82,83
81,76,47,68
67,71,72,40
67,78,54,67
66,84,55,75
64,48,79,47
77,49,64,62
50,77,84,71
75,78,42,71
82,67,58,78
84,70,54,58
61,41,40,41
69,65,50,84
50,48,54,52
57,48,83,66
58,63,68,74
57,71,72,51
73,79,50,63
52,82,40,43
59,71,50,43
64,69,67,50
65,60,62,40
74,84,48,46
70,55,83,84
73,81,56,56
52,61,71,41
83,82,69,71
67,83,72,54
74,72,72,47
44,47,51,81
43,71,72,43
57,48,68,77
80,81,69,48
56,79,41,69
50,65,46,82
83,61,43,55
54,74,47,40
53,76,55,64
73,76,43,73
79,69,45,61
56,80,65,55
79,79,67,79
76,76,52,44
63,47,54,84
77,58,42,57
76,75,73,47
74,78,59,41
56,41,56,76
48,55,41,63
73,43,82,41
64,72,76,46
81,74,65,57
65,82,47,81
74,69,42,74
82,83,40,55
81,71,76,49
60,67,42,74
49,59,68,56
72,69,70,81
55,43,55,66
55,74,80,77
73,50,50,74
82,76,58,60
42,66,63,47
82,79,76,65
66,72,67,55
82,70,73,81
82,41,48,67
64,74,64,81
83,45,55,45
44,84,54,48
74,46,50,63
49,74,61,67
72,55,62,51
64,72,52,62
65,58,47,61
83,51,53,58
60,75,78,61
74,65,57,63
45,55,81,48
76,41,51,78
46,57,70,76
83,82,74,52
60,76,73,59
73,76,75,62
82,47,77,77
42,78,60,58
54,52,72,49
73,64,41,61
41,61,68,58
66,49,67,46
73,49,84,71
59,83,83,59
66,82,43,56
72,57,44,47
45,49,48,81
54,57,53,51
49,82,60,81
64,46,75,66
73,55,63,82
61,82,68,45
71,43,47,80
48,50,40,50
59,67,45,77
74,40,49,60
49,80,47,71
82,79,45,79
77,61,66,77
