note0,note1,note2,note3
42,51,55,79
46,47,52,45
44,52,70,82
52,69,82,41
76,72,51,63
52,51,73,70
64,66,80,50
42,74,80,79
43,44,76,40
82,77,82,65
84,47,44,70
77,63,75,42
62,60,58,61
70,63,50,43
68,46,45,45
83,48,67,56
56,77,73,70
67,49,65,76
69,59,42,68
71,74,75,58
74,80,83,52
76,54,84,81
51,49,78,64
53,53,43,40
55,70,74,82
53,64,82,50
45,45,45,52
63,60,74,72
59,71,59,74
78,62,69,42
53,71,64,44
49,62,70,80
64,82,60,75
78,76,50,72
78,47,55,73
63,53,59,68
71,68,75,49
55,74,40,50
65,74,50,61
50,43,49,42
50,84,76,72
58,61,46,52
70,80,52,41
56,71,73,57
75,74,47,45
43,63,42,41
57,66,81,42
44,60,45,81
49,78,60,77
40,80,63,67
51,63,72,63
73,58,54,71
74,72,60,70
57,43,58,57
45,74,56,72
43,75,51,49
47,65,53,45
56,41,47,69
52,67,67,62
83,54,79,71
44,40,55,51
40,45,55,66
75,44,84,42
47,78,51,74
75,62,51,66
45,59,42,53
54,43,83,40
55,54,69,51
53,70,69,61
47,49,63,78
40,71,61,79
49,72,80,70
55,71,81,52
77,78,41,49
75,79,80,42
72,84,59,67
74,75,84,63
52,73,61,80
81,46,43,58
69,53,75,75
55,79,55,74
53,56,82,83
68,46,67,48
65,44,69,50
61,40,72,76
41,60,45,79
59,59,79,76
84,77,53,42
68,63,44,84
51,65,50,65
49,40,69,70
71,77,81,65
40,45,55,69
78,74,73,74
83,52,48,72
48,80,69,41
70,69,64,81
54,79,46,65
82,70,57,60
71,72,60,40
53,51,70,69
45,78,43,54
82,43,69,52
84,46,61,80
56,72,59,49
80,69,54,75
57,52,75,76
66,79,65,57
68,55,84,44
65,48,69,41
73,69,50,41
58,68,66,66
45,77,81,48
43,57,54,82
65,65,75,62
54,76,74,83
42,62,69,84
51,54,51,75
82,44,76,54
62,82,54,72
82,51,40,51
56,58,77,61
50,49,69,54
66,79,67,78
79,46,52,74
75,45,74,72
53,57,69,53
49,50,50,52
53,74,46,78
45,83,59,55
66,47,54,75
51,62,45,40
42,50,54,82
72,80,65,60
83,77,83,54
40,70,51,68
69,57,52,60
67,73,64,71
75,61,77,61
42,46,73,76
80,82,83,54
79,45,58,66
67,50,82,52
68,60,79,77
79,56,62,72
45,51,51,83
72,44,81,63
79,44,69,72
46,78,56,55
42,45,69,41
40,83,77,55
81,53,80,54
80,47,73,56
51,75,78,62
57,80,67,57
60,43,42,55
76,42,81,48
54,70,68,48
45,59,61,42
75,69,50,47
76,56,55,58
51,43,60,77
74,59,56,59
52,82,57,84
48,63,49,62
41,45,60,52
48,40,79,42
52,65,62,83
62,42,55,65
69,69,61,83
68,67,61,49
80,50,83,42
70,43,79,81
77,53,74,44
58,66,66,40
56,84,71,82
40,40,63,54
47,79,53,61
52,78,74,42
82,82,64,70
61,78,54,59
69,49,63,83
57,68,56,77
83,80,68,46
84,42,73,72
53,74,58,82
41,82,69,71
50,51,73,82
70,73,70,81
46,77,72,40
79,52,70,83
45,50,59,83
70,76,65,55
64,77,84,66
61,58,72,64
45,66,61,49
