note0,note1,note2,note3
47,78,53,56
60,83,60,45
69,56,82,67
57,73,53,60
64,84,81,81
46,57,52,64
56,46,41,40
82,74,43,70
76,69,83,60
49,72,77,83
43,53,67,69
52,73,78,60
47,68,82,46
82,61,40,71
68,56,80,72
74,75,64,59
68,75,71,77
45,79,69,43
48,60,67,44
46,57,73,81
81,70,40,49
69,60,76,53
66,74,43,65
52,42,52,44
70,84,67,56
69,74,78,61
66,45,63,63
81,60,71,64
71,64,49,42
77,74,65,53
65,44,76,50
75,81,84,75
68,66,81,81
47,78,50,50
43,82,63,54
44,57,65,52
69,81,53,73
57,79,79,49
55,47,69,76
80,55,80,70
44,45,58,42
62,69,54,84
56,81,78,71
66,41,84,51
73,77,45,80
40,78,70,55
49,61,40,80
60,64,76,59
47,54,69,69
72,64,55,46
82,54,54,61
63,58,47,80
40,44,59,75
73,67,77,58
64,69,73,52
69,78,51,73
70,82,71,76
74,42,73,51
43,69,50,53
70,61,49,41
71,49,59,71
84,57,44,75
79,64,41,77
71,42,55,83
72,44,82,65
68,42,59,81
79,42,56,45
51,66,51,75
78,54,84,43
68,59,44,68
82,72,46,73
54,57,70,52
84,80,80,42
78,62,49,82
56,80,75,55
68,46,75,49
83,69,54,56
64,83,58,44
59,74,73,71
62,47,76,51
41,48,42,80
84,54,59,79
44,70,50,62
84,41,41,72
76,55,62,47
48,69,81,48
55,79,51,47
48,82,84,65
71,50,58,53
56,62,71,68
74,66,47,84
57,58,46,64
81,63,76,42
51,74,71,62
59,78,70,64
44,83,78,67
78,40,53,43
64,82,42,59
43,83,63,56
41,65,73,64
66,81,75,43
49,64,60,83
43,73,68,46
41,42,63,41
49,62,61,61
59,71,68,84
80,44,62,58
41,55,43,69
42,81,65,58
61,78,73,79
47,62,77,65
46,61,56,40
58,62,60,76
63,81,82,66
68,83,45,50
81,77,62,76
79,79,74,45
77,54,69,43
65,72,51,66
78,60,40,80
80,48,43,56
79,75,82,55
45,72,55,43
44,55,51,48
49,42,51,83
41,43,50,51
60,53,63,58
59,57,53,81
41,72,46,71
49,75,69,46
65,57,49,47
44,60,72,57
83,42,65,67
59,59,82,82
54,48,42,50
83,56,75,72
58,72,84,57
73,65,69,67
41,81,54,60
71,60,84,73
67,45,44,73
60,48,75,55
60,44,44,47
68,61,57,80
62,43,56,53
80,54,50,81
70,69,54,50
48,60,68,58
51,83,56,68
83,53,57,43
56,83,73,41
68,40,67,84
76,81,74,41
72,75,66,79
73,59,58,42
51,78,64,77
84,74,54,61
42,48,81,75
40,63,72,76
68,53,41,73
61,47,58,82
67,66,71,51
54,49,43,45
55,58,46,61
73,71,47,79
76,62,80,54
60,76,56,71
70,68,64,70
49,62,76,58
41,48,83,84
48,41,56,42
42,74,83,56
63,49,55,72
42,83,56,58
42,84,70,77
68,83,80,58
52,53,66,84
76,45,48,61
45,65,42,80
62,70,60,61
61,55,76,55
51,46,46,71
77,64,42,64
52,68,48,79
67,65,77,77
