note0,note1,note2,note3
72,58,73,41
54,77,72,74
69,84,68,62
55,57,50,63
51,78,61,43
45,75,64,69
62,55,49,67
61,54,63,74
51,51,61,73
48,52,80,42
42,43,46,82
82,54,80,46
62,74,77,64
59,69,50,67
56,65,70,66
80,53,46,53
81,43,84,42
44,78,56,71
46,72,55,46
48,44,52,63
82,46,72,73
74,72,67,74
66,71,83,74
41,83,68,56
48,42,60,74
81,80,67,53
81,50,51,67
45,73,62,84
81,63,44,61
76,72,61,52
76,45,64,77
79,62,64,72
53,59,53,65
55,44,62,77
58,75,72,73
65,70,56,49
48,60,56,59
77,44,83,74
41,81,79,78
59,42,48,77
50,79,41,61
61,75,75,55
72,64,69,49
66,75,57,83
75,68,41,84
51,64,70,70
72,67,78,53
45,53,84,76
48,43,58,76
46,61,83,82
63,60,73,55
80,77,60,55
51,73,73,45
58,82,80,56
41,83,59,48
60,81,64,72
77,55,70,58
45,44,47,77
63,61,49,75
59,65,70,74
41,53,58,49
40,75,52,78
81,59,66,72
43,41,74,41
56,73,83,44
65,51,43,47
74,70,70,80
56,61,82,77
66,61,72,47
82,63,51,69
49,45,43,80
70,65,75,50
82,42,44,66
79,76,76,69
66,84,40,78
47,43,78,61
67,46,75,44
73,41,71,75
70,40,81,78
73,54,42,75
69,78,71,45
53,56,57,84
75,73,73,42
44,78,60,66
54,64,62,42
84,40,58,50
76,82,72,64
70,53,81,76
66,54,78,61
69,43,76,56
48,45,82,61
69,51,40,67
79,73,44,74
45,68,52,64
42,51,67,73
66,67,58,70
84,74,59,46
76,40,64,40
54,71,41,60
78,83,56,49
79,46,62,48
83,46,59,70
70,42,52,64
40,81,47,83
66,69,41,52
81,49,51,41
51,75,65,74
46,75,75,68
55,62,54,48
58,78,59,63
74,73,60,83
42,84,53,43
83,78,82,71
70,50,62,42
68,71,51,84
77,78,60,59
75,82,47,84
60,44,81,45
40,80,78,63
42,56,51,40
60,70,78,67
78,84,59,70
46,62,81,44
78,71,53,72
68,56,72,74
49,43,58,65
51,58,55,67
46,52,70,54
49,60,77,72
41,75,80,66
42,70,54,63
76,63,82,79
53,70,78,40
45,60,40,44
69,55,52,71
74,57,43,62
46,40,62,69
42,47,42,59
47,41,69,42
63,41,55,75
47,83,81,44
73,58,45,47
63,75,42,62
66,78,54,40
66,68,68,82
80,46,75,51
84,65,78,57
42,69,62,49
59,80,70,69
83,84,53,76
83,67,84,52
61,64,50,81
62,69,72,50
59,56,60,55
77,62,84,44
43,53,75,74
76,67,47,68
50,74,66,46
59,64,41,71
72,77,71,55
60,76,56,73
47,49,62,82
75,41,73,83
41,60,49,68
76,58,62,59
83,54,70,64
40,67,49,56
50,55,53,75
54,67,40,66
56,73,82,45
61,75,80,78
69,69,69,74
43,48,48,41
61,62,55,59
80,67,64,53
70,78,59,42
76,67,55,69
43,52,61,84
81,46,50,69
82,64,55,81
53,52,79,76
51,79,61,53
75,52,73,40
46,70,68,65
62,73,49,41
81,41,79,68
53,58,74,61
71,49,65,57
77,76,70,60
44,40,68,41
75,42,43,71
69,47,51,43
67,71,46,59
59,47,82,51
55,69,72,73
55,66,82,44
47,68,54,67
72,57,66,51
69,47,67,73
47,78,43,84
60,80,70,78
47,61,66,69
43,80,52,82
83,66,68,73
42,61,53,48
52,65,56,40
72,84,52,40
58,79,78,56
65,73,62,72
54,52,77,68
76,66,68,48
65,42,60,76
47,53,57,71
54,61,80,55
68,48,52,62
83,46,46,75
79,58,60,58
74,49,81,47
47,44,76,48
65,42,70,42
40,64,71,69
42,80,49,72
45,54,42,43
83,42,74,69
65,83,49,75
52,64,51,73
83,59,83,65
58,83,83,65
54,53,68,69
78,74,43,54
40,43,79,48
76,45,84,76
66,59,52,65
68,62,64,69
55,75,46,76
73,75,68,72
71,55,81,68
58,76,60,57
58,56,78,77
54,72,58,80
