note0,note1,note2,note3
43,58,81,74
67,50,67,65
40,66,69,68
43,84,42,77
49,80,62,52
74,47,77,70
51,79,82,42
51,77,51,57
54,41,64,45
79,61,62,60
40,58,62,47
59,44,49,67
73,62,46,41
75,73,40,50
57,49,70,70
45,48,82,72
77,74,51,54
70,53,66,51
80,75,50,47
81,79,51,56
53,43,43,84
70,60,66,46
49,79,72,75
65,63,79,72
52,46,63,65
54,44,59,54
43,56,46,62
71,54,60,59
50,55,44,41
79,79,77,57
41,42,51,84
81,45,57,73
74,79,73,56
53,76,84,82
44,47,41,72
50,64,77,69
56,62,83,49
56,40,55,73
64,76,53,76
80,80,68,81
84,55,73,77
61,82,77,46
79,61,58,60
41,79,61,56
70,47,58,47
70,82,52,66
67,40,51,63
78,75,53,70
49,60,84,68
43,66,53,44
68,82,78,45
74,52,75,46
83,63,72,72
40,50,58,44
80,70,53,53
76,48,84,51
51,63,80,69
68,50,64,64
67,58,74,40
53,79,60,61
52,67,71,63
48,73,52,71
67,40,42,75
78,46,68,63
61,74,81,72
61,46,60,53
70,61,84,72
84,45,72,58
63,60,60,47
50,69,59,53
51,80,43,76
59,54,41,41
61,44,77,78
80,70,53,72
49,46,73,83
80,55,77,65
72,71,77,70
50,44,71,58
70,65,59,43
60,67,59,51
59,60,51,67
84,77,53,51
56,40,54,72
60,53,45,64
69,64,79,67
62,63,62,84
60,79,83,83
79,48,66,56
45,79,77,76
77,41,77,66
71,83,80,65
78,48,65,73
57,53,61,66
40,70,52,72
64,44,60,57
57,48,42,45
43,56,46,77
45,45,55,61
46,47,49,53
83,56,53,57
62,53,73,44
56,59,66,69
45,83,49,59
70,44,62,73
67,56,67,47
80,61,71,65
47,75,65,62
76,80,53,57
76,50,55,80
55,75,45,55
76,70,75,61
59,76,78,66
64,54,76,57
40,50,69,78
64,67,52,42
70,51,83,71
76,72,81,42
64,64,82,49
73,44,62,73
65,79,79,75
41,60,58,82
81,53,58,45
68,66,71,74
44,49,57,67
66,58,64,45
84,54,65,78
84,47,40,72
69,49,64,67
70,68,79,50
57,41,70,76
67,78,45,80
68,57,73,76
69,46,84,42
59,82,72,70
45,72,45,58
50,64,70,50
58,81,82,79
74,58,81,82
84,79,68,41
55,74,63,58
64,67,58,76
60,68,49,41
44,61,44,42
77,77,66,49
82,67,49,82
59,70,56,75
43,81,47,78
46,71,67,49
51,82,52,51
77,78,41,82
74,62,43,71
41,58,73,42
48,83,46,54
46,44,81,74
48,78,78,53
47,66,58,56
52,77,83,48
76,54,84,80
56,76,77,44
55,65,76,68
81,41,64,84
71,67,74,73
81,46,66,49
73,80,64,52
59,44,42,77
68,51,40,42
75,55,59,56
54,67,49,73
76,80,50,81
57,46,63,48
54,84,73,83
52,49,68,80
51,74,73,53
41,68,62,64
47,49,82,54
80,60,69,59
61,67,79,58
62,78,78,46
74,53,61,59
84,50,68,56
58,40,61,82
67,52,50,64
47,74,62,80
82,71,50,77
65,61,84,59
70,64,53,59
68,58,55,76
69,71,70,78
52,70,58,61
52,54,43,75
60,45,42,53
72,69,44,55
50,47,62,41
74,84,49,70
43,41,62,41
83,42,62,77
41,63,75,84
42,40,52,81
59,75,43,58
61,64,40,65
83,44,70,66
74,68,63,48
62,43,82,41
64,84,83,64
47,61,77,47
44,70,58,50
53,61,51,75
77,69,73,57
68,40,62,54
81,42,42,74
61,74,80,59
59,41,45,44
63,46,81,52
46,42,59,50
84,51,62,58
62,66,49,69
63,65,84,60
77,83,56,59
42,70,45,84
82,64,59,40
50,53,80,45
78,52,68,60
61,76,48,50
79,56,83,41
47,62,77,62
70,42,44,73
77,67,62,61
84,73,54,46
41,54,61,47
80,74,49,42
53,41,68,81
59,43,55,70
84,65,53,41
43,74,69,79
55,47,64,59
59,82,55,56
43,60,55,81
58,66,62,47
68,66,77,82
48,45,52,41
79,56,42,69
58,58,47,76
66,64,83,63
75,76,72,65
67,66,41,53
64,80,66,67
68,40,47,75
70,42,47,62
58,82,47,72
41,68,70,73
60,69,63,69
46,72,62,82
41,78,47,79
46,43,81,71
44,83,77,75
81,64,82,83
83,59,71,74
62,66,62,56
54,82,77,61
55,51,68,50
41,65,55,59
80,53,47,55
72,75,51,67
53,70,50,53
79,81,68,77
59,46,56,47
61,57,59,40
61,66,41,82
56,41,69,75
63,81,40,74
73,73,40,74
44,81,57,84
41,64,74,73
70,52,67,69
62,84,50,53
41,42,78,76
