note0,note1,note2,note3
56,70,74,82
53,81,76,52
49,78,40,65
52,48,66,79
50,83,42,68
52,63,70,41
69,60,57,50
61,80,84,69
71,45,44,63
41,80,57,60
77,44,42,57
53,52,80,44
52,69,58,79
52,84,50,43
58,72,42,69
48,60,58,64
59,59,49,81
65,69,42,67
78,67,74,58
78,61,44,64
64,70,69,59
72,57,57,80
53,67,84,68
44,78,71,63
44,74,42,79
76,70,63,70
57,65,40,79
48,76,74,48
49,83,56,55
55,43,47,73
46,61,43,50
56,67,55,76
54,62,71,66
79,60,71,84
43,46,47,51
77,65,51,60
80,74,40,59
77,74,80,62
64,44,79,76
45,46,61,42
82,75,77,60
84,63,40,43
70,54,60,69
78,72,42,49
71,66,58,71
45,52,54,55
82,59,73,76
58,45,82,41
40,79,78,43
73,74,84,48
65,68,51,77
71,40,60,72
48,51,60,71
71,43,57,65
80,55,55,77
51,71,78,50
64,48,64,50
78,79,48,81
67,42,75,83
44,60,77,75
45,62,68,61
61,84,43,46
66,77,76,84
77,69,79,71
70,53,58,83
83,48,74,43
66,51,73,78
49,60,57,50
75,68,50,51
44,61,45,49
79,53,70,48
76,67,60,50
46,84,59,80
82,61,65,76
40,63,84,74
40,82,58,68
57,81,68,47
73,75,55,56
46,70,69,56
56,47,66,81
84,45,58,77
65,43,84,84
65,60,67,64
59,78,61,61
74,45,66,64
82,81,46,62
69,42,59,63
61,67,78,76
80,67,61,82
49,48,55,73
43,79,42,50
45,77,61,69
75,81,60,54
56,45,40,75
53,71,51,54
66,75,51,41
52,81,81,67
48,69,47,81
62,80,64,77
78,78,83,74
74,55,73,59
70,67,82,81
77,74,69,44
52,67,48,67
43,42,44,41
49,62,47,51
60,70,41,78
83,71,68,59
65,44,60,83
49,46,66,67
69,74,64,60
51,65,65,40
40,50,46,62
65,70,83,55
81,81,62,74
74,58,50,54
78,41,61,69
84,51,63,81
74,61,61,56
69,45,67,81
55,61,51,69
41,58,80,60
52,42,71,84
64,50,40,82
53,70,83,77
43,72,64,65
63,41,45,63
47,61,72,44
69,63,40,60
70,75,57,48
44,56,41,63
40,69,40,72
45,57,82,69
72,75,60,81
53,45,75,74
40,67,52,44
56,72,46,44
63,47,57,77
72,62,84,67
78,71,52,72
71,66,65,81
62,83,74,78
74,58,78,74
77,76,43,82
55,52,66,81
41,60,84,68
84,47,60,72
40,62,54,66
76,57,58,62
68,71,68,59
56,77,47,76
44,59,54,82
51,64,81,40
63,44,56,72
42,77,58,42
82,55,83,41
81,81,66,79
58,66,70,48
56,63,60,84
73,68,55,49
75,62,74,62
82,46,68,55
57,68,81,42
46,70,44,57
46,46,41,69
72,74,62,59
47,64,53,53
67,57,49,68
67,46,45,78
62,75,40,43
58,42,63,42
41,40,66,43
78,68,70,80
66,56,52,73
56,54,71,46
59,55,70,77
73,47,80,70
40,55,68,53
74,57,70,63
61,58,66,71
51,62,76,73
72,54,47,63
62,74,57,63
47,59,58,79
65,67,63,70
48,68,81,67
75,70,47,47
49,77,79,84
73,64,64,72
82,60,75,56
49,67,78,51
60,70,45,80
51,76,50,63
72,62,69,79
65,73,67,84
43,61,66,46
