note0,note1,note2,note3
51,54,56,63
50,42,72,82
49,64,67,58
45,62,68,47
51,56,69,45
67,53,58,74
72,80,70,47
81,72,63,80
73,45,79,77
55,50,68,40
45,77,57,55
77,73,56,47
49,56,43,70
58,62,78,50
79,55,53,53
81,84,63,64
56,57,76,74
78,67,48,58
50,52,74,52
67,54,55,68
80,69,44,71
78,68,44,50
53,58,59,66
70,83,73,81
71,66,48,67
41,69,75,40
75,70,58,67
79,53,76,45
47,79,40,64
60,55,78,48
83,61,59,48
55,80,75,56
57,72,61,47
66,46,47,74
78,75,73,68
45,53,63,81
58,52,44,44
61,48,46,52
77,56,72,56
47,75,52,60
73,65,65,57
61,40,52,50
42,51,74,65
63,74,84,52
72,74,62,76
64,69,52,52
47,57,72,43
40,51,68,60
69,62,78,44
72,45,53,76
72,58,42,40
76,56,45,48
63,48,42,50
63,56,72,61
73,73,73,71
40,73,57,65
82,82,43,61
64,71,56,58
49,77,60,72
75,47,48,76
48,54,76,75
83,57,48,69
81,57,83,77
65,58,65,81
49,56,51,63
78,50,43,55
79,81,66,43
61,56,48,50
52,75,46,67
69,46,72,81
60,78,62,69
44,47,73,77
66,62,65,77
46,54,79,50
84,57,40,52
61,57,59,69
60,66,80,73
60,62,64,79
62,68,59,53
56,57,69,45
78,55,70,69
76,64,71,68
59,54,50,79
41,55,80,80
52,52,54,75
45,49,76,63
49,58,66,76
58,72,70,72
69,67,69,61
49,64,78,81
78,58,84,65
56,61,42,61
51,73,52,47
46,62,57,62
64,69,47,43
59,45,64,77
70,56,71,67
70,50,75,50
82,84,43,45
51,74,60,40
63,62,40,40
44,71,63,58
42,62,51,71
67,70,81,46
53,50,41,55
77,59,70,42
82,52,42,84
81,64,74,71
74,79,51,40
59,62,57,48
57,53,75,75
73,40,74,67
83,67,58,44
63,64,43,54
75,43,81,47
47,65,53,49
42,51,44,60
58,69,54,40
50,67,40,69
76,67,47,79
66,64,51,69
52,52,67,57
56,40,44,78
62,73,49,50
84,43,75,83
59,66,62,72
75,41,84,51
51,71,42,80
41,84,70,74
49,65,71,76
54,81,60,63
55,43,58,69
71,54,65,58
70,43,68,56
64,78,44,77
75,45,60,84
76,71,57,57
72,72,64,56
81,56,54,44
77,58,84,53
64,50,61,58
60,57,79,55
57,75,40,56
82,51,64,52
66,63,41,54
63,42,60,40
49,74,64,78
72,77,83,51
55,50,60,81
60,84,68,73
56,63,82,42
56,74,72,53
81,80,48,77
48,54,72,66
56,71,50,84
77,62,58,66
68,49,68,54
66,67,74,68
78,50,64,58
79,53,66,43
